EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"19,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,EE Kotkhai,Division HPPWD kotkhai,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),M/T on Shalat Link Road in K.M. 0/00 to 1/300,Providing and Laying WBM G-II in K.M. 0/00 to 1/300,Please refer Tender documents. ,NA ,"9,47,007",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,350.0,Nil,Nil,No,PWD,PW-KD-E-Tender/2021-22-2023-25 dt 27-07-2021,2021_PWD_51040_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,10-Aug-2021 06:45 PM,17-Aug-2021 11:00 AM,10-Aug-2021 06:45 PM,16-Aug-2021 06:00 PM,NA ,NA ,10-Aug-2021 06:45 PM,16-Aug-2021 06:00 PM,01-Sep-2021 03:05 PM,AOC,PWD,2021_PWD_51040_2,PW-KD-E-Tender/2021-22-2023-25 dt 27-07-2021,M/T on Shalat Link Road in K.M. 0/00 to 1/300,Executive Engineer,Internal,"XEN, AE, HDM, Sr. Asstt",Ramesh Rana,01-Sep-2021 03:03 PM,01-Sep-2021 03:05 PM,techsummary_76311.pdf (448.07 KB),Executive Engineer,Internal,"XEN, AE, HDM, Sr. Asstt",Ramesh Rana,08-Oct-2021 03:49 PM,finsummary_76311.pdf (188.56 KB),01-Dec-2022,"INR 947,007",60.0,Ramesh Rana,01-Dec-2022 01:45 PM,1.pdf (739.00 KB),1.0,229795.0,M/S NAVEEN DHAUSTA GOVT. CONTRACTOR,13-Aug-2021 02:21 PM,Rejected-Technical,Not Qualified,01-Sep-2021 03:03 PM,Technical,SUMMARY UPLOADED,Ramesh Rana,01-Sep-2021 03:00 PM,technical_76311.pdf,Finance,summary uploaded,Ramesh Rana,08-Oct-2021 03:44 PM,None,BOQ Comparative Chart,1.0,230282.0,Rakesh Chauhan,INR,"866,868",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,230311.0,NARESH TAJTA,16-Aug-2021 04:35 PM,Rejected-Finance,L3 Bidder,08-Oct-2021 03:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,230284.0,Pankaj Chauhan,16-Aug-2021 03:26 PM,Rejected-Finance,L2 Bidder,08-Oct-2021 03:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,229771.0,Parshotam Dass,13-Aug-2021 01:18 PM,Rejected-Technical,Not Qualified,01-Sep-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5.0,230282.0,Rakesh Chauhan,16-Aug-2021 02:57 PM,Accepted-AOC,Lowest bidder to awarded the work,01-Dec-2022 01:46 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
