Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,500",EE Rampur,Rampur,No,Executive Engineer,JSD Rampur,Prov. GWSS to various hab udner JSSD Rampur Tehsil Rampur HP,Prov. GWSS to various hab udner JSSD Rampur Tehsil Rampur HP,Please refer Tender documents. ,NA ,"8,80,02,670",Civil Works,NA ,Tender,120.0,365.0,Rampur,172001.0,NA ,NA ,NA ,Rampur,No ,No,"8,80,027",Yes,fixed,,EE Rampur,Rampur,1.0,Fee/PreQual/Technical,.pdf,Registraton of HP Jal Shakti Vibahg any other govt./semi govt.,1.0,ICICI BANK,16-Jun-2022 09:00 AM,22-Jun-2022 10:00 AM,16-Jun-2022 09:00 AM,21-Jun-2022 05:00 PM,NA ,NA ,16-Jun-2022 09:00 AM,21-Jun-2022 05:00 PM,22-Jul-2022 11:30 AM,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP||Rampur,Irrigation and Public Health,HP",EE-JSD-RMP-E-TEN/21-2556-2606 DT. 13.6.22,2022_HPIPH_61752_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,EE Rampur,Internal,"AE, Supdtt, DAO, HDM, TA",Rasbir Singh Negi,31-Dec-2022 10:54 AM,finsummary_93171.pdf (444.98 KB),1.0,287515.0,Dogra Construction Company Pvt Ltd,INR,"86,642,591","HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP||Rampur,Irrigation and Public Health,HP",2022_HPIPH_61752_1,EE-JSD-RMP-E-TEN/21-2556-2606 DT. 13.6.22,Prov. GWSS to various hab udner JSSD Rampur Tehsil Rampur HP,Finance,as approved the tech bids the fin bids of all qualify bidders have been opened and than download by the tender opening committee,Rasbir Singh Negi,22-Jul-2022 12:27 PM,finance_93171.pdf,BOQ Comparative Chart,Technical,4 Nos online bids recevied and all documents from bidders cover have been downloaded for scrutiny by the tender opening committeee,Rasbir Singh Negi,22-Jul-2022 11:24 AM,technical_93171.pdf,31-Dec-2022,"INR 86,642,591",365.0,Rasbir Singh Negi,31-Dec-2022 11:38 AM,Rampur.pdf (828.00 KB),The bid of M/S Dogra COnst. was to L-1 hence the work has been awarded to him as per uploaded award work,CE(SZ) Shimla,Internal,EE(D) EE(R) Joint Controller (F A) SE (Through VC),Rasbir Singh Negi,22-Jul-2022 11:29 AM,22-Jul-2022 11:30 AM,techsummary_93171.pdf (1585.03 KB),1.0,287515.0,Dogra Construction Company Pvt Ltd,20-Jun-2022 10:36 AM,Accepted-AOC,Accepted,31-Dec-2022 11:39 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money and cost of form through online mode or offline mofe,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,287634.0,HILL CONSTRUCTION AND ENGINEERING CO. SOLAN,21-Jun-2022 04:20 PM,Rejected-AOC,Rejected,31-Dec-2022 11:39 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover during last three year ening 31 march of 30 prcent estimate cost,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,287698.0,HYDRAULIC ENGINEERING COMPANY,21-Jun-2022 03:30 PM,Rejected-AOC,Rejected,31-Dec-2022 11:39 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"workdone of similar nature of work 80 percent 1, 50 percent 2, 40 percent 3 of estimated cost",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,287400.0,MOHAN LAL THAKUR,21-Jun-2022 11:47 AM,Rejected-AOC,Rejected,31-Dec-2022 11:39 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,the contractor submit the certificate of compeltion or commisiiong of work 90 prcent awrded amount,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of Pan, EPF and GST Registration",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,authorization letter regarding DSC of the person authorized by registered tenderer upload bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking regarding studying all terms and condtinos as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,uplod authrized curve chart along pump and motor as pr jma10 prcent and minus 15 prcent duty head,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
