EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"72,140",No,fixed,,EE Dharamshala,Dharamshala,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,"Construction of 4 rooms at GSSS Kasba Narwana, in Distt. Kangra (H.P.)","SH - Construction of 4 rooms including water supply and sanitary Installation, septic tank and Rain water Harvesting system",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,270.0,Dharamshala,176215.0,NA ,NA ,NA ,dharamshala,No ,No,1.0,DD - Demand Draft,19-Nov-2020 09:00 AM,28-Nov-2020 03:30 PM,19-Nov-2020 09:00 AM,28-Nov-2020 03:00 PM,NA ,NA ,19-Nov-2020 09:00 AM,28-Nov-2020 03:00 PM,08-Dec-2020 01:10 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),"2,000",EE Dharamshala,Dharamshala,No,PWD,dshala 5573-5600,2020_PWD_42499_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2020_PWD_42499_1,dshala 5573-5600,"Construction of 4 rooms at GSSS Kasba Narwana, in Distt. Kangra (H.P.)",Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Supdt. Gr II Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,08-Dec-2020 01:05 PM,08-Dec-2020 01:10 PM,techsummary_62989.pdf (279.12 KB),Er. Sushil Dhadwal,Internal,"TA, HDM, SUPERINTENDENT, ACCOUNTANT",Tarlok Dhiman,04-Sep-2022 05:57 PM,finsummary_62989.pdf (536.67 KB),23-Dec-2022,"INR 4,697,902",270.0,Tarlok Dhiman,23-Dec-2022 06:49 PM,IMG.pdf (464.00 KB),Shri Parveen Kumar R/O Kasba Narwana,Finance,As per document attached,Tarlok Dhiman,08-Dec-2020 01:15 PM,finance_62989.pdf,BOQ Comparative Chart,1.0,189709.0,Parveen Kumar,INR,"4,697,902",1.0,189383.0,aatish choudhary govt. cont.,27-Nov-2020 07:15 PM,Rejected-Finance,L3,04-Sep-2022 05:57 PM,Technical,As per document attached,Tarlok Dhiman,01-Dec-2020 12:34 PM,technical_62989.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,Earnest Money duly pledged and updated (Indicated in schedule F),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,189685.0,Anubhav Sharma,27-Nov-2020 07:19 PM,Rejected-Finance,L4,04-Sep-2022 05:57 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,189680.0,krishan kumar,27-Nov-2020 06:52 PM,Rejected-Finance,L6,04-Sep-2022 05:57 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,189529.0,PARDEEP KUMAR,26-Nov-2020 06:00 PM,Rejected-Finance,L5,04-Sep-2022 05:57 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,189709.0,Parveen Kumar,28-Nov-2020 11:05 AM,Accepted-AOC,L1,23-Dec-2022 06:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,189719.0,Vinod Kumar,28-Nov-2020 01:35 PM,Rejected-Finance,L2,04-Sep-2022 05:57 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
