Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Earnest Money as per NIeT condition 1 (i),Executive Engineer,Jal Shakti Division Amb,"2,500",EE JS Division Amb,Amb,No,"4,03,872",No,fixed,,EE JS Division Amb,Amb,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JSD-Amb-Amb Tilla Behli 371 Lakh 8345-8444,2022_HPIPH_57175_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,24-Feb-2022 05:00 PM,10-Mar-2022 12:30 PM,24-Feb-2022 06:00 PM,10-Mar-2022 11:00 AM,NA ,NA ,24-Feb-2022 06:00 PM,10-Mar-2022 11:00 AM,25-Mar-2022 10:40 AM,"Source Level Augumentation of Rural Water Supply Scheme Belhi, Amb Tilla and Chowki Minar under Chintpurni Constituency of Distt. Una (HP)","Pump House , collection Tank , OHSR, P/L Rising Main S/E Pumping Machinery and allied accessories , Electrical installation and C/O Civil works for Rural Water Supply Scheme Belhi, Amb Tilla under Chintpurni Constituency in Tehsil Amb Distt. Una",Please refer Tender documents. ,NA ,"3,71,37,170",Civil Works,NA ,Tender,120.0,730.0,Amb,177203.0,NA ,NA ,NA ,Amb,No ,No,1.0,ICICI BANK,AOC,Er. SK Sharma CE,Internal,"Er. Vijay Kumar Dhatwalian SE (D), Er. Arvind Sood SE JSC Una, Er. Rajesh Kanungo EE (D), Er. Hoshiar Singh EE Amb, Er. Vijay Kumar Bansal AE,Sh. Iqwal Singh AC,Sh. Amar Singh Sr. Asstt. JSV Hamirpur",Hoshiar Singh,28-Dec-2022 04:24 PM,finsummary_86288.pdf (3550.16 KB),"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2022_HPIPH_57175_1,EE-JSD-Amb-Amb Tilla Behli 371 Lakh 8345-8444,"Source Level Augumentation of Rural Water Supply Scheme Belhi, Amb Tilla and Chowki Minar under Chintpurni Constituency of Distt. Una (HP)",1.0,268331.0,SS RANA CONSTRUCTION PRIVATE LIMITED,INR,"33,929,701",ER Arbind Sood SE JSC una,Internal,"Er. Jeevan Prakash EE (D) , Er. Hoshiar Singh EE Amb, Sh. Shrikant Bhatia AE (D), Sh. Munish Kumar CHD, Sh. Deepak Kumar Clerk WS",Hoshiar Singh,25-Mar-2022 10:37 AM,25-Mar-2022 10:40 AM,techsummary_86288.pdf (6275.33 KB),1.0,268934.0,Dogra Construction Company Pvt Ltd,10-Mar-2022 10:45 AM,Rejected-Finance,Due to L2,28-Dec-2022 04:24 PM,Finance,Summary,Hoshiar Singh,28-Dec-2022 04:11 PM,finance_86288.pdf,BOQ Comparative Chart,Technical,summary of prequlaification bid,Hoshiar Singh,25-Mar-2022 10:26 AM,technical_86288.pdf,28-Dec-2022,"INR 33,929,701",730.0,Hoshiar Singh,28-Dec-2022 04:30 PM,award_letter.pdf (12032.00 KB),Award letter,AOC
,,.pdf,Cost of tender as per NIeT condition 1 (ii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,268893.0,gagan ohri,09-Mar-2022 10:44 PM,Rejected-Finance,Due to L4,28-Dec-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of registration as per NIeT condition 1 (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,268932.0,malkiat singh govt cont,10-Mar-2022 09:03 AM,Rejected-Finance,Due to L5,28-Dec-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy PAN GST and EPF as per NIeT condition 1 (v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,268881.0,Naresh Kumar,10-Mar-2022 09:07 AM,Rejected-Finance,Due to L3,28-Dec-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Authorization letter DSC as per NIeT condition 1 (vi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,268953.0,Raman Kumar JAswal,10-Mar-2022 10:56 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Mar-2022 10:26 AM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking as per NIeT condition 1 (vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6.0,268331.0,SS RANA CONSTRUCTION PRIVATE LIMITED,10-Mar-2022 10:39 AM,Accepted-AOC,Due to L1,28-Dec-2022 04:31 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking as per NIeT condition 1 (viii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.pdf,Form No.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Schedule of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
