S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),28-Mar-2022 05:00 PM,07-Apr-2022 11:00 AM,28-Mar-2022 05:00 PM,07-Apr-2022 10:30 AM,NA ,NA ,28-Mar-2022 05:00 PM,07-Apr-2022 10:30 AM,08-Apr-2022 04:40 PM,500.0,Nil,Nil,No,"36,700",No,fixed,,Nil,Nil,PWD,Tender/13858-13907 dated 24.03.2022,2022_PWD_58750_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender - indicated in schedule E at Sr. No. (ii),"Construction of road from NH-07 to faqir Basti Tokion km 0/0 to 1/00 (SH-C/O U-shape drain,P/L G III and 20mm premix carpet in km.0/0 to 1/00).","Construction of road from NH-07 to faqir Basti Tokion km 0/0 to 1/00 (SH-C/O U-shape drain,P/L G III and 20mm premix carpet in km.0/0 to 1/00).",Please refer tender document. ,NA ,"19,43,400",Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC,PWD,2022_PWD_58750_2,Tender/13858-13907 dated 24.03.2022,"Construction of road from NH-07 to faqir Basti Tokion km 0/0 to 1/00 (SH-C/O U-shape drain,P/L G III and 20mm premix carpet in km.0/0 to 1/00).",Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,08-Apr-2022 04:28 PM,08-Apr-2022 04:40 PM,techsummary_88833.pdf (933.88 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,17-May-2022 12:49 PM,finsummary_88833.pdf (337.14 KB),28-Dec-2022,"INR 1,943,400",180.0,Kishan Lal Chaudhary,28-Dec-2022 01:18 PM,aoc.pdf (963.00 KB),AOC,1.0,276082.0,HARSH KUMAR,07-Apr-2022 09:28 AM,Rejected-Finance,L7,17-May-2022 12:49 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,08-Apr-2022 04:18 PM,technical_88833.pdf,1.0,275248.0,NITIN SHARMA,INR,"1,529,899",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,17-May-2022 12:21 PM,finance_88833.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule F at sr. No. (i),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,274667.0,M/S HARMAN CONSTRUCTIONS,05-Apr-2022 07:24 PM,Rejected-Finance,L4,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Contractor registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,276053.0,Nazar Ali,07-Apr-2022 07:38 AM,Rejected-Finance,L6,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration (Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,275248.0,NITIN SHARMA,05-Apr-2022 11:45 AM,Accepted-AOC,Work Completed,28-Dec-2022 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1 duly signed by the concerned officer.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,275382.0,RANJEET SINGH,06-Apr-2022 11:04 AM,Rejected-Finance,L5,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership/Affidavit etc.",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,276031.0,SANCHIT GOEL,06-Apr-2022 10:43 PM,Rejected-Finance,L3,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,276076.0,SUKHVINDER SINGH,07-Apr-2022 09:19 AM,Rejected-Finance,L8,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,276017.0,Vijesh Kumar Goel,06-Apr-2022 10:47 PM,Rejected-Finance,L2,17-May-2022 12:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding true and correct duly attested by the Notary/Executive Magistrate.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
