Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
24-Dec-2022,"INR 20,692,693",550.0,Tarlok Dhiman,24-Dec-2022 07:20 PM,Rajeevbrothers.pdf (301.00 KB),M/S Rajeev Brothers,Er. Sushil Dhadwal,Internal,"TENDER ASSISTANT, HDM, SUPERINTENDENT, ACCOUNTANT",Tarlok Dhiman,04-Sep-2022 06:21 PM,finsummary_58219.pdf (536.67 KB),Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,24-Aug-2020 03:34 PM,24-Aug-2020 03:35 PM,techsummary_58219.pdf (755.32 KB),PWD,2020_PWD_39028_2,dshala 1524-31,Construction of Deputy Director Animal Health / Breeding office building at Dharamshala in Distt. Kangra (H.P.),Finance,As per document attached,Tarlok Dhiman,24-Aug-2020 03:40 PM,finance_58219.pdf,BOQ Comparative Chart,1.0,172145.0,M/s RAJIV BROTHERS,INR,"20,692,693",Technical,As per document attached,Sushil Kumar Dhadwal,10-Aug-2020 11:57 AM,technical_58219.pdf,1.0,170899.0,Ashwani Kumar Aggarwal,04-Aug-2020 03:50 PM,Rejected-Finance,HIGH RATES,04-Sep-2022 06:21 PM,AOC,1.0,DD - Demand Draft,Construction of Deputy Director Animal Health / Breeding office building at Dharamshala in Distt. Kangra (H.P.),SH - Construction of Director Animal Health / Breeding office building at Dharamshala including water supply and sanitary installation etc),Please refer Tender documents. ,NA ,"1,88,03,405",Civil Works - Buildings,NA ,Tender,120.0,550.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,PWD,dshala 1524-31,2020_PWD_39028_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,20,540",No,fixed,,EE Dharamshala,Dharamshala,30-Jul-2020 05:00 PM,10-Aug-2020 11:30 AM,30-Jul-2020 05:00 PM,10-Aug-2020 11:00 AM,NA ,NA ,30-Jul-2020 05:00 PM,10-Aug-2020 11:00 AM,24-Aug-2020 03:35 PM,"5,000",EE Dharamshala,Dharamshala,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,172268.0,Harbhajan singh,10-Aug-2020 10:42 AM,Rejected-Finance,HIGH RATES,04-Sep-2022 06:21 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,172145.0,M/s RAJIV BROTHERS,10-Aug-2020 10:38 AM,Accepted-AOC,L1,24-Dec-2022 07:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,172231.0,Naresh Padiyal,09-Aug-2020 01:04 PM,Rejected-Finance,HIGH RATES,04-Sep-2022 06:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (General rule 21),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,172040.0,Ravi Kumar,07-Aug-2020 11:34 AM,Rejected-Finance,HIGH RATES,04-Sep-2022 06:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,172093.0,SANJAY SONI,07-Aug-2020 06:15 PM,Rejected-Finance,HIGH RATES,04-Sep-2022 06:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number(EPF Number),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance sheet for the last five years along with turnover,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,bid capacity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
