Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,29-Jul-2022 10:30 AM,06-Aug-2022 11:30 AM,29-Jul-2022 10:30 AM,06-Aug-2022 10:30 AM,NA ,NA ,29-Jul-2022 10:30 AM,06-Aug-2022 10:30 AM,20-Aug-2022 03:30 PM,1.0,ICICI BANK,C/O BOUNDARY WALL AND R/WALL AT HEALTH SUB CENTRE BUILDING SAMOH DISTRICT HAMIRPUR.,C/O BOUNDARY WALL AND R/WALL) (UNDER DEPOSIT HEAD,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,500.0,Nil,Nil,No,"28,100",No,fixed,,Nil,Nil,PWD,C/O BOUNDARY WALL AND R/WALL AT HEALTH SUB CENTRE,2022_PWD_63076_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,AOC,PWD,2022_PWD_63076_1,C/O BOUNDARY WALL AND R/WALL AT HEALTH SUB CENTRE,C/O BOUNDARY WALL AND R/WALL AT HEALTH SUB CENTRE BUILDING SAMOH DISTRICT HAMIRPUR.,Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,18-Aug-2022 04:47 PM,20-Aug-2022 03:30 PM,techsummary_95119.pdf (839.89 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, DAO, HDM",Dev Raj,26-Sep-2022 04:15 PM,finsummary_95119.pdf (297.06 KB),13-Dec-2022,"INR 980,514",60.0,Dev Raj,13-Dec-2022 12:28 PM,A.O.C.pdf (2058.00 KB),Award Letter,1.0,294525.0,Sanjeev Kumar,INR,"980,514.29",Finance,FIN BID SUMMARY,Dev Raj,26-Sep-2022 04:10 PM,finance_95119.pdf,BOQ Comparative Chart,1.0,294539.0,AJEET CHAND GOVT CONTRACTOR,05-Aug-2022 03:41 PM,Rejected-Finance,L1L2L3L4L5,26-Sep-2022 04:15 PM,Technical,Attached,Dev Raj,18-Aug-2022 04:39 PM,technical_95119.pdf,AOC
,,.pdf,2. EMD,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,294580.0,ASHWANI KUMAR,05-Aug-2022 07:46 PM,Rejected-Finance,L1L2L3L4L5,26-Sep-2022 04:15 PM,,,,,,AOC
,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,294380.0,BALJEET SINGH,06-Aug-2022 09:53 AM,Rejected-Technical,Due to Wok Done is not in Order,18-Aug-2022 04:47 PM,,,,,,AOC
,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,294103.0,KISHAN SINGH,03-Aug-2022 02:13 PM,Rejected-Finance,L1L2L3L4L5,26-Sep-2022 04:15 PM,,,,,,AOC
,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,294321.0,parveen kumar,04-Aug-2022 04:22 PM,Rejected-Finance,L1L2L3L4L5,26-Sep-2022 04:15 PM,,,,,,AOC
,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,294587.0,RAHUL KANWAR,06-Aug-2022 08:22 AM,Rejected-Technical,Work Done not Attached,18-Aug-2022 04:47 PM,,,,,,AOC
,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,294525.0,Sanjeev Kumar,05-Aug-2022 02:58 PM,Accepted-AOC,L1,13-Dec-2022 12:29 PM,,,,,,AOC
,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.00 Lakhs or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,11. Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,12. Any other information bidder/ firm may like to be provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
