Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,Construction of Link road Una Takka road to Kotla,2022_PWD_61852_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Jun-2022 05:00 PM,25-Jun-2022 11:00 AM,18-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,NA ,NA ,18-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,04-Jul-2022 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,Construction of Link road Una Takka road to Kotla Khurd Mohalla Biasan upto Himtokarsh College km. 0-0 to 3-435 C.C. RCC Culvert and U Shape drain near Police Colony Under OTMNP,Construction of Link road Una Takka road to Kotla Khurd Mohalla Biasan upto Himtokarsh College km. 0-0 to 3-435 C.C. RCC Culvert and U Shape drain near Police Colony Under OTMNP,Please refer to Bidding Documents ,NA ,"18,97,558",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,"36,000",No,fixed,,Nil,Nil,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,ICICI BANK,AOC,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,05-Jul-2022 09:46 AM,finance_93353.pdf,BOQ Comparative Chart,1.0,288032.0,unique engg. solutions,INR,"1,992,353",1.0,288068.0,ANKIT SHARMA,24-Jun-2022 12:28 PM,Rejected-Technical,As per Evaluation Bids,29-Jun-2022 05:39 PM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,27-Jun-2022 10:50 AM,None,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,29-Jun-2022 05:39 PM,04-Jul-2022 12:00 PM,techsummary_93353.pdf (1441.35 KB),PWD,2022_PWD_61852_1,Construction of Link road Una Takka road to Kotla,Construction of Link road Una Takka road to Kotla Khurd Mohalla Biasan upto Himtokarsh College km. 0-0 to 3-435 C.C. RCC Culvert and U Shape drain near Police Colony Under OTMNP,02-Aug-2022,"INR 1,897,568",60.0,Rajesh Kumar,23-Dec-2022 12:59 PM,Awardletter.pdf (841.00 KB),Awarded vide this office letter No. 7532-41 Dt. 02.08.2022,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,05-Jul-2022 09:52 AM,finsummary_93353.pdf (432.94 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,288321.0,MANI GOVT. CONTRACTOR,24-Jun-2022 03:44 PM,Rejected-Technical,As per Evaluation Bids,29-Jun-2022 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,288052.0,PRABHJOT SINGH GOVT CONTRACTOR,24-Jun-2022 01:44 PM,Rejected-Finance,Not L-1,05-Jul-2022 09:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,288077.0,RADHA RAMAN,23-Jun-2022 01:43 PM,Rejected-Technical,As per Evaluation Bids,29-Jun-2022 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,288032.0,unique engg. solutions,24-Jun-2022 01:41 PM,Accepted-AOC,ok,23-Dec-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,288327.0,Varun Puri govt. Contractor,24-Jun-2022 03:05 PM,Rejected-Technical,As per Evaluation Bids,29-Jun-2022 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
