Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Stage
GM PROC,Internal,,Manohar Choudhury,03-Jul-2022 02:05 PM,05-Jul-2022 11:00 AM,techsummary_40186.pdf (2421.14 KB),1,151792,Care Medical Devices Limited,25-Jun-2022 05:47 PM,Accepted-AOC,L1,14-Dec-2022 12:18 PM,1.0,151369.0,VEEKAY SURGICALS PVT LTD,INR,100.0,AMD,Internal,"DF, Proc. Exp, GM, CFO, Manager, Exc",Manohar Choudhury,14-Dec-2022 12:16 PM,finsummary_40186.pdf (275.07 KB),Finance,OPENED,Manohar Choudhury,05-Jul-2022 01:49 PM,,BOQ Comparative Chart,14-Dec-2022,INR 100.0,20.0,Manohar Choudhury,14-Dec-2022 12:17 PM,Info_NIT.pdf (275.00 KB),Technical,Minutes of the technical evaluation committee.,Manohar Choudhury,03-Jul-2022 01:56 PM,technical_40186.pdf,National Health Mission||State Programme Management Unit - NHM,2022_NHM_26024_1,Short Tender Surgicals 2022,Supply of Surgical items.,AOC,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,20-Jun-2022 11:00 AM,27-Jun-2022 12:00 PM,20-Jun-2022 12:00 PM,27-Jun-2022 11:00 AM,NA ,NA ,21-Jun-2022 11:00 AM,27-Jun-2022 11:00 AM,05-Jul-2022 11:00 AM,Supply of Surgical items.,Surgical Items,Please refer Tender documents. ,NA ,,Medicines,NA ,Tender,90.0,20.0,"O/o MD, AMSCL, Assam",781026.0,NA ,NA ,NA ,"O/o MD,AMSCL, Assam",No ,No,0.0,No,fixed,,Nil,Nil,National Health Mission||State Programme Management Unit - NHM,Short Tender Surgicals 2022,2022_NHM_26024_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Not Applicable,No,No,No,"MD, AMSCL, Assam","O/o MD, AMSCL, Assam",1.0,Corrigendum no 2,Technical Bid,,AOC
,,,,,,,2,151779,Delux Surgical,26-Jun-2022 12:44 PM,Accepted-AOC,L1,14-Dec-2022 12:18 PM,2.0,151429.0,MARUTIMEDITECH PVT LTD,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,151801,Hindustan Syringes And Medical Devices Ltd,25-Jun-2022 07:46 PM,Rejected-Finance,No,14-Dec-2022 12:16 PM,3.0,151779.0,Delux Surgical,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,151644,I.Q. MEDITECH PVT.LTD.,25-Jun-2022 03:58 PM,Not Admitted-Fee/PreQual/Technical,Others-Copy of supply order of quoted items not submitted as per tender condition.,03-Jul-2022 01:56 PM,4.0,151792.0,Care Medical Devices Limited,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,151429,MARUTIMEDITECH PVT LTD,23-Jun-2022 11:57 AM,Accepted-AOC,L1,14-Dec-2022 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,151486,One Touch Medical Products Private Limited,22-Jun-2022 06:49 PM,Not Admitted-Fee/PreQual/Technical,Others-Quality certificate and copy of supply order of quoted items not submitted as per tender condition.,03-Jul-2022 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,151390,R R Medical Enterprises Private Limited,22-Jun-2022 07:13 PM,Not Admitted-Fee/PreQual/Technical,Others-Quality certificate and copy of supply order for the quoted items not submitted as per tender condition .,03-Jul-2022 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,151800,Saksham life,26-Jun-2022 04:12 PM,Not Admitted-Fee/PreQual/Technical,Others-Copy of supply order not submitted for 5 ml and 10 ml syringe and profit and loss statement and balance sheet for FY 2018-19 not submitted.,03-Jul-2022 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,151789,SOBER CARE SURGICAL,25-Jun-2022 06:42 PM,Rejected-Finance,no,14-Dec-2022 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,151369,VEEKAY SURGICALS PVT LTD,25-Jun-2022 04:31 PM,Accepted-AOC,L1,14-Dec-2022 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
