Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,17-Sep-2022 10:00 AM,30-Sep-2022 11:30 AM,17-Sep-2022 10:00 AM,30-Sep-2022 09:00 AM,NA ,NA ,17-Sep-2022 10:00 AM,30-Sep-2022 09:00 AM,03-Oct-2022 10:00 AM,1.0,ICICI BANK,PWD,PWD-Civil Tanda 16,2022_PWD_65130_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Construction of Centre of Excellence in Mental Health for Dr. R.P.Govt. Medical College at Tanda in Distt Kangra(H.P.)(SH- Balance work of building portion including water supply and sanitary installation etc ),Construction of Centre of Excellence in Mental Health for Dr. R.P.Govt. Medical College at Tanda in Distt Kangra(H.P.)(SH- Balance work of building portion including water supply and sanitary installation etc ),Please refer Tender documents. ,NA ,"19,80,758",Civil Works - Buildings,NA ,Tender,120.0,90.0,Nagrota,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"39,650",No,fixed,,Nil,Nil,AOC,Dr Suresh kumar walia,Internal,AE Supdt DAO HDM,Ankit Kumar,01-Oct-2022 04:23 PM,03-Oct-2022 10:00 AM,techsummary_97991.pdf (955.39 KB),PWD,2022_PWD_65130_1,PWD-Civil Tanda 16,Construction of Centre of Excellence in Mental Health for Dr. R.P.Govt. Medical College at Tanda in Distt Kangra(H.P.)(SH- Balance work of building portion including water supply and sanitary installation etc ),13-Oct-2022,"INR 1,980,758",90.0,Suresh Kumar Walia,21-Dec-2022 03:40 PM,Award.pdf (580.00 KB),Award,Dr Suresh kumar walia,Internal,AE DAO Supdt HDM,Ankit Kumar,07-Oct-2022 01:25 PM,finsummary_97991.pdf (189.33 KB),Finance,sum,Ankit Kumar,07-Oct-2022 01:24 PM,finance_97991.pdf,BOQ Comparative Chart,1.0,305138.0,MANISH GOVT CONTRACTOR,INR,"1,913,950",1.0,305138.0,MANISH GOVT CONTRACTOR,29-Sep-2022 09:04 PM,Accepted-AOC,Award,21-Dec-2022 03:41 PM,Technical,sum,Ankit Kumar,01-Oct-2022 04:23 PM,technical_97991.pdf,AOC
,,,,.pdf,Contractor registration,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,305169.0,Shadil Thakur,29-Sep-2022 09:36 PM,Rejected-Finance,Lowest 2,07-Oct-2022 01:25 PM,,,,,,AOC
,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
