Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Director of Horticulture,"Directorate of Horticulture, Navbahar Shimla -2",Directorate of Horticulture,Anti Hail Nets 20222-23,2022_DOH_59033_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,"2,00,000",No,fixed,,Director of Holticulture,Shimla,1.0,Change in Terms and Conditions,Terms and Conditions,,Anti Hail Nets,Anti Hail Nets,Please refer Tender documents. ,NA ,,Miscellaneous Goods,Anti hail Nets ,Empanelment,90.0,365.0,Throughtout Himachal,171002.0,NA ,NA ,NA ,Directorate of Horticulture,No ,No,02-Apr-2022 06:00 PM,20-Apr-2022 11:00 AM,02-Apr-2022 06:00 PM,19-Apr-2022 05:00 PM,02-Apr-2022 06:00 PM ,07-Apr-2022 06:00 PM ,08-Apr-2022 06:00 PM,19-Apr-2022 05:00 PM,18-Jun-2022 11:00 AM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification document required as per tender document,"5,000",Director of Holticulture,Shimla,No,AOC,Dr. H C Sharma,Internal,"R P Thanta , Promila Negi, Dr. Deepak Gupta , Gai gopal, R Chauaday, Premda",Pardeep Kumar Soni,17-Jun-2022 04:13 PM,18-Jun-2022 11:00 AM,techsummary_89345.pdf (217.56 KB),Directorate of Horticulture,2022_DOH_59033_1,Anti Hail Nets 20222-23,Anti Hail Nets,17-Aug-2022,"INR 200,000,000",365.0,Suresh kumar Negi,03-Dec-2022 12:20 PM,AOC.pdf (2338.00 KB),Dr. GS Jhobta,Internal,"D. K Gupta, Dr. Richa, Jaigopal,Promila Negi, RP thanta",Suresh kumar Negi,20-Jul-2022 05:05 PM,finsummary_89345.pdf (264.61 KB),Finance,Tender id 2022_DOH_59033 Financial Bids opened successfully on scheduled date and time. All bidders documents downloaded successfully.,Suresh kumar Negi,20-Jul-2022 03:52 PM,finance_89345.pdf,BOQ Comparative Chart,1.0,276677.0,Sudip Silk Mills,INR,31.5,1,278301,Agriplast Tech India Pvt Ltd,18-Apr-2022 04:49 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,Technical,Tender id 2022 DOH 59033 Technical Bids opened successfully on scheduled date and time. All the required documents downloaded successfully.,Pardeep Kumar Soni,17-Jun-2022 03:22 PM,technical_89345.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Technical Document required as per tender document,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,276859.0,RAD Global Private Limited,INR,31.5,2,278305,AGRIPLAST TECH INDIA PVT. LTD,18-Apr-2022 05:12 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,277141.0,Rishi FIBC Solutions Private Limited,INR,31.5,3,277414,B And V Agro Irrigation Co,15-Apr-2022 04:05 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,277370.0,FORTUNE AGRO NET,INR,31.5,4,277370,FORTUNE AGRO NET,13-Apr-2022 12:39 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,277392.0,SONA AGROTEX PVT LTD,INR,31.5,5,277600,Garware Technical Fibres Limited,15-Apr-2022 09:50 AM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,277414.0,B And V Agro Irrigation Co,INR,31.5,6,277839,NTC Tiles LLP,18-Apr-2022 12:51 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,277502.0,Vrunda Vitthal Polynet Ltd.,INR,31.5,7,277728,Parry Enterprises India Limited,15-Apr-2022 05:34 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,277600.0,Garware Technical Fibres Limited,INR,31.5,8,276859,RAD Global Private Limited,18-Apr-2022 01:07 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,277660.0,Shri Ambica Polymer Private Limited,INR,31.5,9,277141,Rishi FIBC Solutions Private Limited,12-Apr-2022 07:36 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,277726.0,Vikrant Extrusions,INR,31.5,10,277939,Safeflex International Limited,16-Apr-2022 05:25 PM,Accepted-AOC,Woven/Leno -31.50 with tax and Knitted/Raschel - 23 with Tax after negotiation,03-Dec-2022 12:29 PM,,,,,,AOC
