Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,Nil,Nil,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,PWD,No.PWC-WA- 3380-3479 dated 31-5-22,2022_PWD_61523_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Jun-2022 10:00 AM,17-Jun-2022 11:30 AM,08-Jun-2022 10:00 AM,16-Jun-2022 05:00 PM,NA ,NA ,08-Jun-2022 10:00 AM,16-Jun-2022 05:00 PM,23-Jun-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,1.0,ICICI BANK,Improvement and widening of Shahpur Sihunta Chowari Jot Chamba road km 76/0 to 87/0 (SH P/L Bituminous concrete in balance portion of extended width,Improvement and widening of Shahpur Sihunta Chowari Jot Chamba road km 76/0 to 87/0 (SH P/L Bituminous concrete in balance portion of extended width,Please refer Tender documents. ,NA ,"13,67,841",Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,Other,Other,,"27,500",No,fixed,,Nil,Nil,AOC,1.0,287155.0,G.P.ACHARYA,16-Jun-2022 10:53 AM,Rejected-Finance,2nd lowest,30-Dec-2022 06:02 PM,Technical,BOS,Jeet Singh Thakur,18-Jun-2022 06:40 PM,technical_92845.pdf,1.0,287154.0,M/s R.K Mahajan Govt Contractor,INR,"1,327,537",Finance,BOS,Jeet Singh Thakur,28-Jun-2022 06:00 PM,finance_92845.pdf,BOQ Comparative Chart,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,18-Jun-2022 06:41 PM,23-Jun-2022 11:30 AM,techsummary_92845.pdf (233.53 KB),PWD,2022_PWD_61523_1,No.PWC-WA- 3380-3479 dated 31-5-22,Improvement and widening of Shahpur Sihunta Chowari Jot Chamba road km 76/0 to 87/0 (SH P/L Bituminous concrete in balance portion of extended width,30-Dec-2022,"INR 1,367,841",60.0,Jeet Singh Thakur,30-Dec-2022 06:05 PM,6.5083.pdf (877.00 KB),Improvement and widening of Shahpur Sihunta Chowari Jot Chamba road km 76/0 to 87/0 (SH P/L Bituminous concrete in balance portion of extended width,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,30-Dec-2022 06:02 PM,finsummary_92845.pdf (189.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,287154.0,M/s R.K Mahajan Govt Contractor,16-Jun-2022 11:15 AM,Accepted-AOC,work awarded/completed,30-Dec-2022 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
