Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
28-Dec-2022,"INR 1,463,361",90.0,Kishan Lal Chaudhary,28-Dec-2022 01:11 PM,aoc.pdf (980.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh.B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,31-Mar-2022 11:09 AM,finsummary_86109.pdf (361.07 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,07-Mar-2022 11:30 AM,07-Mar-2022 12:00 PM,techsummary_86109.pdf (910.16 KB),PWD,2022_PWD_57068_2,Tender/10565-10614 dated 14.02.2022,Construction of road from NH-07 to Salamatpur Behrampur road km. 0/0 to 1/520. (SH- Providing and laying G-III and 20mm premix carpet in km 0/240 to 1/520). Under MNP,Technical,Bid Opening Summary,Kishan Lal Chaudhary,07-Mar-2022 11:17 AM,technical_86109.pdf,1.0,266516.0,Manoj Chawla,01-Mar-2022 02:25 PM,Rejected-Finance,L4,31-Mar-2022 11:09 AM,1.0,267161.0,NITIN SHARMA,INR,"1,753,100",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,31-Mar-2022 10:35 AM,finance_86109.pdf,BOQ Comparative Chart,AOC,PWD,Tender/10565-10614 dated 14.02.2022,2022_PWD_57068_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP).,500.0,Nil,Nil,No,"33,800",No,fixed,,Nil,Nil,22-Feb-2022 04:30 PM,02-Mar-2022 11:00 AM,22-Feb-2022 05:00 PM,02-Mar-2022 10:30 AM,NA ,NA ,22-Feb-2022 05:00 PM,02-Mar-2022 10:30 AM,07-Mar-2022 12:00 PM,Construction of road from NH-07 to Salamatpur Behrampur road km. 0/0 to 1/520. (SH- Providing and laying G-III and 20mm premix carpet in km 0/240 to 1/520). Under MNP,Construction of road from NH-07 to Salamatpur Behrampur road km. 0/0 to 1/520. (SH- Providing and laying G-III and 20mm premix carpet in km 0/240 to 1/520). Under MNP,Please refer tender document. ,NA ,"17,53,100",Civil Works - Roads,NA ,Tender,75.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender - indicated in schedule E at Sr. No. (ii) and Earnest money F at sr. No. (i).,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267270.0,M/S Sharma Enterpirses,01-Mar-2022 08:16 PM,Rejected-Finance,L2,31-Mar-2022 11:09 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Contractor registration- refer general rule sr. No 24.3,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267327.0,Nazar Ali,01-Mar-2022 04:04 PM,Rejected-Finance,L3,31-Mar-2022 11:09 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of GST, EPF Registration and Permanent account number",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,267161.0,NITIN SHARMA,01-Mar-2022 05:44 PM,Accepted-AOC,Work Completed,28-Dec-2022 01:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1 duly signed by the concerned officer.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid will be rejected if any incomplete work noticed beyond stipulated period without genuine reasons,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership/Affidavit etc.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"If contractor takes machinery on hire basis, affidavit is required from the owner/provider a/w proof",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding true and correct duly attested by the Notary/Executive Magistrate.,AOC
