Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,1MC-Palam(1)2022-37,2022_UDDHP_62950_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,P/L paver block from shope of Sh.Rakesh to Anita thakur in w.no. 08,P/L paver block from shope of Sh.Rakesh to Anita thakur in w.no. 08,Please refer Tender documents. ,NA ,"9,21,808",Civil Works,NA ,Tender,90.0,90.0,Palampur,176061.0,NA ,NA ,NA ,MC Palampur,No ,No,Commissioner,Commissioner MC Palampur,1.0,DD - Demand Draft,500.0,Commissioner,MC Palampur,No,25-Jul-2022 05:00 PM,17-Aug-2022 03:00 PM,25-Jul-2022 05:00 PM,17-Aug-2022 10:30 AM,NA ,NA ,25-Jul-2022 05:00 PM,17-Aug-2022 10:30 AM,24-Aug-2022 02:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"20,000",No,fixed,,Commissioner,MC Palampur,AOC,Commissioner,Internal,"Jt. commissioner , assistant engineer , junior engineer",Kalyan Bhatt,29-Dec-2022 04:36 PM,finsummary_94925.pdf (446.82 KB),1.0,295561.0,Manoj Kumar,INR,"938,400",Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_62950_1,1MC-Palam(1)2022-37,P/L paver block from shope of Sh.Rakesh to Anita thakur in w.no. 08,1.0,296039.0,AMIT SHARMA,17-Aug-2022 09:50 AM,Rejected-Finance,Being L3,29-Dec-2022 04:36 PM,commissioner,Internal,"JC,AE,JE",Kalyan Bhatt,24-Aug-2022 01:18 PM,24-Aug-2022 02:30 PM,techsummary_94925.pdf (348.73 KB),Technical,bid opening summary,Kalyan Bhatt,22-Aug-2022 12:38 PM,technical_94925.pdf,Finance,financial bid opening summary,Kalyan Bhatt,24-Aug-2022 04:59 PM,finance_94925.pdf,BOQ Comparative Chart,29-Dec-2022,"INR 938,400",90.0,Kalyan Bhatt,29-Dec-2022 04:37 PM,CCF_000154.pdf (991.00 KB),work awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,295561.0,Manoj Kumar,17-Aug-2022 09:02 AM,Accepted-AOC,Being L1,29-Dec-2022 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,296013.0,M/s OM PARKASH,17-Aug-2022 12:25 AM,Not Admitted-Fee/PreQual/Technical,Others-original document not recived,22-Aug-2022 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,295948.0,Nagu Ram,16-Aug-2022 05:34 PM,Not Admitted-Fee/PreQual/Technical,Others-original document not recived,22-Aug-2022 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,295582.0,SANJAY KUMAR JASWAL GOVT.CONTRACTOR,16-Aug-2022 06:04 PM,Not Admitted-Fee/PreQual/Technical,Others-original document not recived,22-Aug-2022 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,AOC,,,,,,,,,,,,,,,,6.0,296021.0,SANJAY SAINI,17-Aug-2022 06:35 AM,Rejected-Finance,Being L2,29-Dec-2022 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
