Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer Bhoranj Division, HP.PWD., Bhor","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",C.O additional accommodation 6 Nos class room in Govt Senior Secondary School Bhareri Distt Hamirpur (SH C.O 3 Nos class room building portion with stair case in 1st Floor level,C.O additional accommodation 6 Nos class room in Govt Senior Secondary School Bhareri Distt Hamirpur (SH C.O 3 Nos class room building portion with stair case in 1st Floor level,Please refer Tender documents. ,NA ,"28,12,892",Civil Works - Buildings,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,13-May-2022 06:00 PM,21-May-2022 11:30 AM,13-May-2022 06:00 PM,21-May-2022 10:30 AM,NA ,NA ,13-May-2022 06:00 PM,21-May-2022 10:30 AM,03-Jun-2022 11:30 AM,PWD,Letter No. 745 dated 21-04-2022,2022_PWD_60666_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,"50,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,1.0,283113.0,SHYAM LAL GOVT CONT,INR,"2,999,169",Finance,EE HDM DAO Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,06-Dec-2022 03:05 PM,finance_91638.pdf,BOQ Comparative Chart,1.0,283051.0,PRATEEK THAKUR GOVT CONTRACTOR,21-May-2022 09:20 AM,Rejected-AOC,2nd lowest,06-Dec-2022 03:12 PM,Technical,Technical bid attached,Arvind Lakhanpal,01-Jun-2022 01:17 PM,technical_91638.pdf,PWD,2022_PWD_60666_1,Letter No. 745 dated 21-04-2022,C.O additional accommodation 6 Nos class room in Govt Senior Secondary School Bhareri Distt Hamirpur (SH C.O 3 Nos class room building portion with stair case in 1st Floor level,"Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Arvind Lakhanpal,01-Jun-2022 01:19 PM,03-Jun-2022 11:30 AM,techsummary_91638.pdf (953.26 KB),Executive Engineer,Internal,HDM DAO Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,06-Dec-2022 03:07 PM,finsummary_91638.pdf (347.59 KB),06-Dec-2022,"INR 3,715,894",90.0,Arvind Lakhanpal,06-Dec-2022 03:10 PM,60666.pdf (1452.00 KB),Work awarded to Sh. Shyam Lal vide letter No. 2696-2701 dt. 16.06.2022,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,283113.0,SHYAM LAL GOVT CONT,20-May-2022 06:19 PM,Accepted-AOC,1st lowest,06-Dec-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,AOC,,,,,,,,,,,,3.0,283056.0,Sourabh Pathania Govt Contractor,21-May-2022 10:09 AM,Rejected-AOC,3rd lowest,06-Dec-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 26.1),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29 .,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ attached,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
