Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
26-Dec-2022,"INR 5,272,956.5",90.0,Manish Sehgal,26-Dec-2022 04:21 PM,AOC.pdf (321.00 KB),AOC,Sh. Manish Sehgal,Internal,,Manish Sehgal,26-Dec-2022 04:19 PM,finsummary_77613.pdf (73.76 KB),Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Suraj Parkash Sr DAO Manjeet Kumar Jr Asstt,Manish Sehgal,18-Oct-2021 01:22 PM,18-Oct-2021 03:00 PM,techsummary_77613.pdf (895.32 KB),PWD,2021_PWD_51918_1,NIT NO.10274-10333 DT.06.08.2021,"Providing and laying Annual Surfacing (Preiodic Maintenance) on Duhak to Kalan (Tamber) to Kona road km 2/0 to 3/0, Saman to Thural road km 0/0 to 1/0 and Kona Phiri Nahllian road Km 2/0 to 4/0 under Rural roads for the year 2021-22 in the state of H",Technical,Bid opening summary,Manish Sehgal,18-Oct-2021 01:19 PM,technical_77613.pdf,1.0,234404.0,Navneet Thakur,09-Sep-2021 05:32 PM,Accepted-AOC,Bidder Rank-L1,26-Dec-2022 04:21 PM,Finance,Summary,Manish Sehgal,26-Dec-2022 04:16 PM,finance_77613.pdf,BOQ Comparative Chart,1.0,234404.0,Navneet Thakur,INR,"5,272,956.5",AOC,1.0,ICICI BANK,"1,500",Nil,Nil,No,"Providing and laying Annual Surfacing (Preiodic Maintenance) on Duhak to Kalan (Tamber) to Kona road km 2/0 to 3/0, Saman to Thural road km 0/0 to 1/0 and Kona Phiri Nahllian road Km 2/0 to 4/0 under Rural roads for the year 2021-22 in the state of H",Providing and laying Tack coat and Bituminous Concrete,Please refer Tender documents. ,NA ,"35,97,449",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,PWD,NIT NO.10274-10333 DT.06.08.2021,2021_PWD_51918_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"61,500",No,fixed,,Nil,Nil,04-Sep-2021 12:30 PM,10-Sep-2021 11:30 AM,04-Sep-2021 12:35 PM,10-Sep-2021 11:00 AM,NA ,NA ,04-Sep-2021 01:00 PM,10-Sep-2021 11:00 AM,18-Oct-2021 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235210.0,Sanjeev,09-Sep-2021 09:37 PM,Rejected-Finance,Bidder Rank-L2,26-Dec-2022 04:19 PM,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration and PAN Copy.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and equipment as per SBD.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the contractor.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund (EPF) Registration number.,AOC
