Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Nurpur  Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP",EE/JSV/JWL/2024-7330-79 dt.17.12.2024,2024_HPIPH_96667_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of bid security in favour of EE JSV Division Jawali,17-Dec-2024 05:00 PM,30-Dec-2024 12:30 PM,17-Dec-2024 05:00 PM,30-Dec-2024 12:00 PM,,,17-Dec-2024 05:00 PM,30-Dec-2024 12:00 PM,08-Jan-2025 12:20 PM,"15,16,900",No,fixed,,Nil,Nil,1.0,Date,Date,,1.0,ICICI BANK,"2,500",Nil,Nil,No,Execuitve Engineer Jal Shakti Division Jawali,Tehsil Jawali Distt. Kangra Himachal Pradesh,Providing Urban Water Supply Scheme Jawali  Under AMRUT-2.0 in Tehsil Jawali Distt. Kangra,Providing Urban Water Supply Scheme Jawali  Under AMRUT 2 in Tehsil Jawali Distt. Kangra HP                                                             Sub head Construction of  3 Nos Tube Well RCC Collection Tank Pump house Storage Tank Providing,Please refer Tender documents.,,"15,16,90,169",Civil Works - Water Works,,Tender,120.0,730.0,Jawali,176023.0,Jawali,Through video conference with Chief Engineer Jal Shakti Zone Dharamshala,24-Dec-2024 11:00 AM,Jawali,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of cost of bid form in favour of EE JSV Division Jawali,,,,,,,,,,,,,,,,2.0,Data Sheet,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of certificate of registration as per NIT conditions No. (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of Annual turnover of last three year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Scan copy of Bid form chapter IV of From -12 duly accepted, scan copy of authorization of DSC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy work done of similar nature of works as per NIT conditions No. (vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of PAN No. and GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of a value of Civil Engineer works during the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of undertaking as per NIT condition (xi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of incomer tax return of 20232-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
