Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-01/2024-25,2025_HPSEB_97473_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender fee,04-Jan-2025 03:00 PM,16-Jan-2025 11:00 AM,05-Jan-2025 11:00 AM,15-Jan-2025 11:00 AM,,,05-Jan-2025 11:00 AM,15-Jan-2025 11:00 AM,28-Jan-2025 04:35 PM,"41,335",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,120",Nil,Nil,No,Er Gaurav Sharma,SE(OP) Circle HPSEBL Bilaspur,Tender for the work Providing Drinking water Supply Schemes from reliable source Satluj River to Karloti Kapahara and Fatoh area in tehsil Ghumarwin Distt. Bilaspur ( HP )  (NIT 01/2024-25),Tender for the work Providing Drinking water Supply Schemes from reliable source Satluj River to Karloti Kapahara and Fatoh area in tehsil Ghumarwin Distt. Bilaspur ( HP )  (NIT 01/2024-25),Please refer Tender documents.,,"41,33,538",Electrical Works,,Tender,90.0,,Ghumarwin,174021.0,,,,SE(OP) Circle HPSEBL Bilaspur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,No technical no commercial deviation no litigation certificate pert chart,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid may be submitted by individual or Joint Venture firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A-class license from the chief electrical inspector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual turnover of previous three FY and net worth for each of the last 3 FY certified by CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,bidder have liquid assets evidence to the availability of funds equivalent to 10 percent of nit Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid capacity detail Bid validity list of plant and machinery list of staff performance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder should have PAN GST EPF INCOME TAX EMPLOYEE IINSURANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall declare on non- judicial paper that he is not black listed power of attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,no change of ownership upto two yeas after completion of work Earnest money. received online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
