S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,87846,ACESOLARR RENEWABLE ENERGY LLP,10-Sep-2020 01:24 PM,Rejected-Technical,DISQUALIFIED,17-Oct-2020 02:07 PM,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||Kamrup Zilla Parishad,2020_PNRD_18517_1,KZP(RURBAN)/2019-20/5/42317,Supply Installation Testing and commissioning including 5 years Operation Comprehensive Warranty and Maintenance of ALL IN ONE LED based Solar Street Lighting Systems,AOC,Chief Executive Officer Kamrup Zila parishad,Office of the Chief Executive Officer Kamrup Zila Parishad Panbazaar Guwahati Assam,1.0,Fee/PreQual/Technical,.pdf,TENDER COST,Supply Installation Testing and commissioning including 5 years Operation Comprehensive Warranty and Maintenance of ALL IN ONE LED based Solar Street Lighting Systems,Supply Installation Testing and commissioning including 5 years Operation Comprehensive Warranty and Maintenance of ALL IN ONE LED based Solar Street Lighting Systems at different locations in Hajo Cluster under SPMRM Scheme,Please refer Tender documents. ,NA ,,Street Lighting,Solar Street Lights ,Tender,90.0,120.0,Hajo,781102.0,Amingaon Guwahati ,Office of the Chief Executive Officer Kamrup Zila Parishad  ,04-Sep-2020 12:00 PM ,Panbazar Guwahati,No ,No,"1,74,000",Yes,fixed,,Office of the Chief Executive Officer Kamrup ZP,Panbazar Guwahati,1.0,Amendment (Addendum/ Corrigendum),Date,,27-Aug-2020 03:00 PM,21-Sep-2020 03:00 PM,27-Aug-2020 03:00 PM,18-Sep-2020 04:00 PM,NA ,NA ,05-Sep-2020 11:00 AM,18-Sep-2020 04:00 PM,19-Oct-2020 11:00 AM,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||Kamrup Zilla Parishad,KZP(RURBAN)/2019-20/5/42317,2020_PNRD_18517_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,BG - Bank Guarantee Irrevocable,"2,000",Office of the Chief Executive Officer Kamrup ZP,Panbazar Guwahati,Yes,AOC
2,87906,ARM GROUP,18-Sep-2020 01:54 PM,Rejected-AOC,NOT LOWEST BIDDER,28-Sep-2021 04:04 PM,,,,,AOC,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Change in the date of Pre bid Meeting,Other,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,AOC
3,88611,Assam Electricals,18-Sep-2020 01:07 PM,Rejected-Technical,DISQUALIFIED,17-Oct-2020 02:07 PM,,,,,AOC,,,,,.rar,TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,88492,D.S. Electricals,17-Sep-2020 11:13 PM,Rejected-Finance,NON RESPONSIVE,09-Dec-2020 04:41 PM,,,,,AOC,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,88438,DYNAMIC POWERS,17-Sep-2020 04:35 PM,Rejected-AOC,NOT LOWEST BIDDER,28-Sep-2021 04:04 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,87986,Genii Engineering And Services Private Limited,18-Sep-2020 02:45 PM,Rejected-AOC,NOT LOWEST BIDDER,28-Sep-2021 04:04 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,88581,KLK Ventures Private Limited,17-Sep-2020 11:36 PM,Rejected-Technical,DISQUALIFIED,17-Oct-2020 02:07 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,88546,M/s NS Electrical Construction,17-Sep-2020 04:10 PM,Rejected-Technical,DISQUALIFIED,17-Oct-2020 02:07 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,88287,Natsakee Incorporation,14-Sep-2020 02:56 PM,Accepted-AOC,"AS M1 BIDDER, MSME BIDDER CONTRACTOR GET 25 PERCENTAGE OF TOTAL VALUE",28-Sep-2021 04:04 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,88273,PHOTONICS WATERTECH PRIVATE LIMITED,14-Sep-2020 04:53 PM,Rejected-Technical,DISQUALIFIED,17-Oct-2020 02:07 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
