Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Public Works Roads Department,2021_PWD_22379_2,TRC/TB/NIT/01/2021-22/8,Improvement/ Construction of Tea Garden Roads for Patkai TE (Part-II) under SOPD (ODS) for the Year 2018-19,Technical,Summary,ALIUR HUDA,20-Aug-2021 03:48 PM,technical_34709.pdf,1,121529,BINOYA SINGPHO,16-Aug-2021 08:12 PM,Accepted-AOC,Aoc awarded,01-Sep-2021 03:51 PM,AOC,"Superintending Engineer, PWRD,Tinsukia Road Circle","Superintending Engineer, PWRD, Tinsukia Road Circle",Improvement/ Construction of Tea Garden Roads for Patkai TE (Part-II) under SOPD (ODS) for the Year 2018-19,Improvement/ Construction of Tea Garden Roads for Patkai TE (Part-II) under SOPD (ODS) for the Year 2018-19,Please refer tender document ,NA ,"74,91,411",Civil Works – Roads,NA ,Tender,180.0,90.0,Margherita,786181.0,NA ,NA ,NA ,"Superintending Engineer, PWRD,Tinsukia Road Circle",No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid security,1.0,DD - Demand Draft,07-Aug-2021 02:00 PM,18-Aug-2021 11:00 AM,07-Aug-2021 02:00 PM,17-Aug-2021 04:00 PM,07-Aug-2021 02:00 PM ,17-Aug-2021 04:00 PM ,07-Aug-2021 02:00 PM,17-Aug-2021 04:00 PM,20-Aug-2021 03:55 PM,"1,49,900",Yes,fixed,,"E.E., PWD, Digboi and Margherita TRD",Margherita,"2,100","Empowered Officer ASRB, A/C No. 10566991479",GUWAHATI,Yes,Public Works Roads Department,TRC/TB/NIT/01/2021-22/8,2021_PWD_22379_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,121531,M/S G D CONSTRUCTION,17-Aug-2021 12:24 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,121463,M/s Saumar Construction,17-Aug-2021 10:49 AM,Rejected-AOC,Not awarded,01-Sep-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification details,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,121421,M/S S.C ENTERPRISE,15-Aug-2021 04:58 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,121528,NIRANJAN GOGOI,16-Aug-2021 08:36 PM,Rejected-AOC,Not awarded,01-Sep-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,121581,North Eastern Infrastructure,17-Aug-2021 01:41 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,121384,RADHA CHETIA,15-Aug-2021 01:31 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,121527,RAJIB BORAH,16-Aug-2021 06:59 PM,Rejected-AOC,Not awarded,01-Sep-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,9,121586,SIMANTA GOGOI,17-Aug-2021 03:21 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,10,121358,SRI RUDRA SAIKIA,17-Aug-2021 12:45 PM,Rejected-Technical,Technical disqualified,20-Aug-2021 03:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
