EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"40,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,500.0,Nil,Nil,No,Providing and fixing manifold system alongwith tubing for beded covid in 36 beded Jawali Hospital Distt Kangra HP,Providing and fixing Oxygen Gas Pipe line in newely created Block for COVID Patients,Please refer Tender documents. ,NA ,"21,75,627",Civil Works,NA ,Tender,30.0,30.0,JAWALI,176023.0,NA ,NA ,NA ,HPPWD DIVISION JAWALI,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of Enlistment as Contract in HPPWD,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER HPPWD DIVISION JAWALI,05-Aug-2021 11:30 AM,13-Aug-2021 11:30 AM,05-Aug-2021 11:30 AM,12-Aug-2021 04:00 PM,NA ,NA ,05-Aug-2021 11:30 AM,12-Aug-2021 04:00 PM,19-Aug-2021 01:00 PM,PWD,PWJ/CB/TENDER/21/8046-50 Dt 09.07.2021,2021_PWD_50846_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Er. Arn Vashisht EE,Internal,"AE Jawali D/Man,Senior Assistants",Arun Vashisht,19-Aug-2021 11:23 AM,19-Aug-2021 01:00 PM,techsummary_76046.pdf (765.39 KB),PWD,2021_PWD_50846_1,PWJ/CB/TENDER/21/8046-50 Dt 09.07.2021,Providing and fixing manifold system alongwith tubing for beded covid in 36 beded Jawali Hospital Distt Kangra HP,21-Sep-2021,"INR 2,166,763",30.0,Arun Vashisht,21-Sep-2021 04:37 PM,Award.pdf (1346.00 KB),Award,Er. Arun Vashisht EE,Internal,"AE Jawali,D/Man Sr.Asstt.",Arun Vashisht,21-Sep-2021 04:34 PM,finsummary_76046.pdf (765.39 KB),1.0,229493.0,Devesh Construction,12-Aug-2021 03:25 PM,Rejected-AOC,Rejected,21-Sep-2021 04:37 PM,Technical,Proceeding,Arun Vashisht,19-Aug-2021 11:17 AM,technical_76046.pdf,1.0,Corrigendum,Revocation,18-Aug-2021 05:15 PM,Revocation.pdf ,469.74,Technical Opening,Finance,Proceeding,Arun Vashisht,21-Sep-2021 04:31 PM,finance_76046.pdf,BOQ Comparative Chart,1.0,229336.0,JMM INFRACON,INR,"2,166,763",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,e-Challan Cost of tender and Earnest of Money,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229336.0,JMM INFRACON,11-Aug-2021 09:12 PM,Accepted-AOC,Accepted,21-Sep-2021 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate regarding similar work done not less than 40 percent in last three years,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,228990.0,LSR Medical Private Limited,11-Aug-2021 06:02 PM,Rejected-Technical,Rejected not attached registeration.,19-Aug-2021 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The supplier shall provide on site warranty including all spares accessories and labour for two year,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229355.0,SAJEEV KUMAR GOVT.CONTRACTOR,11-Aug-2021 05:21 PM,Rejected-AOC,Rejected,21-Sep-2021 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking if performance of equipment or system is not satisfactory be replaced free of cost,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No, PAN No, Latest ITR",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover Certificate last five financial years from CA,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the information furnished with BID documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
