S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,21-Aug-2021 01:00 PM,31-Aug-2021 11:30 AM,21-Aug-2021 01:00 PM,31-Aug-2021 11:00 AM,NA ,NA ,21-Aug-2021 01:00 PM,31-Aug-2021 11:00 AM,02-Sep-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,500.0,Nil,Nil,No,Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,"31,900",No,fixed,,Nil,Nil,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 1/000 to 2/000).,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 1/000 to 2/000).,Please refer Tender documents. ,NA ,"16,25,005",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,PWD,PWD- Civil-5826-56-Tanda,2021_PWD_51474_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2021_PWD_51474_1,PWD- Civil-5826-56-Tanda,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 1/000 to 2/000).,Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,31-Aug-2021 02:27 PM,02-Sep-2021 11:00 AM,techsummary_76932.pdf (724.78 KB),Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,03-Sep-2021 02:59 PM,finsummary_76932.pdf (188.62 KB),03-Sep-2021,"INR 2,360,225",30.0,Suresh Kumar Walia,08-Sep-2021 12:24 PM,Award.pdf (1027.00 KB),Award,1.0,232574.0,Navneet Thakur,INR,"2,360,225",Finance,Sum,Ankit Kumar,03-Sep-2021 02:57 PM,finance_76932.pdf,BOQ Comparative Chart,1.0,232681.0,NAVNEET SHARMA,27-Aug-2021 09:59 PM,Rejected-Finance,Lowest 2,03-Sep-2021 02:59 PM,Technical,Sum,Suresh Kumar Walia,31-Aug-2021 02:24 PM,technical_76932.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,232574.0,Navneet Thakur,30-Aug-2021 02:03 PM,Accepted-AOC,Award,08-Sep-2021 12:24 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,EPF nO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
