Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,1.0,ICICI BANK,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 2/000 to 3/000).,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 2/000 to 3/000).,Please refer Tender documents. ,NA ,"13,75,049",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,"27,500",No,fixed,,Nil,Nil,PWD,PWD- Civil-5826-56-Tanda,2021_PWD_51474_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,500.0,Nil,Nil,No,31-Aug-2021 12:05 PM,06-Sep-2021 11:30 AM,31-Aug-2021 12:05 PM,06-Sep-2021 11:00 AM,NA ,NA ,31-Aug-2021 12:05 PM,06-Sep-2021 11:00 AM,10-Sep-2021 11:00 AM,AOC,Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,09-Sep-2021 11:38 AM,10-Sep-2021 11:00 AM,techsummary_77407.pdf (770.08 KB),PWD,2021_PWD_51474_3,PWD- Civil-5826-56-Tanda,Periodic maintenance of Nagrota to Buner road (HP0408VR053) Km 0/000 to 6/500 under performance based financial incentive 2019-20(Part-I) during the year 2020-21 (SH-Providing and laying bituminous concrete pavement in Km 2/000 to 3/000).,20-Sep-2021,"INR 1,997,175",30.0,Suresh Kumar Walia,21-Sep-2021 04:06 PM,Award.pdf (2168.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,17-Sep-2021 03:32 PM,finsummary_77407.pdf (189.13 KB),Finance,Sum,Ankit Kumar,17-Sep-2021 03:31 PM,finance_77407.pdf,BOQ Comparative Chart,1.0,233146.0,Navneet Thakur,INR,"1,997,175",1.0,234025.0,NAVNEET SHARMA,04-Sep-2021 10:59 AM,Rejected-Finance,Lowest 2,17-Sep-2021 03:32 PM,Technical,Sum,Suresh Kumar Walia,09-Sep-2021 11:35 AM,technical_77407.pdf,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233146.0,Navneet Thakur,04-Sep-2021 05:59 PM,Accepted-AOC,Award,21-Sep-2021 04:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF nO,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
