S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,Executive Engineer,"Executive Engineer, HP.PWD Division Jaisinghpur",PWD,Construction of cow sanctuary at Kangain,2021_PWD_50017_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,17-Jul-2021 02:30 PM,26-Jul-2021 11:00 AM,17-Jul-2021 02:45 PM,24-Jul-2021 05:00 PM,NA ,NA ,17-Jul-2021 02:45 PM,24-Jul-2021 05:00 PM,29-Jul-2021 03:00 PM,Construction of cow sanctuary at Kangain Tehsil Jaisinghpur District Kangra H.P,"C/O 2 Nos Sheds, fencing of cow sanctuary ,C/O office cum 4Nos Quarters with toilets and Kitchen for cow sanctuary and C/O water tank) (Sub Work -C/O 2nd No cow shed for cow sanctuary )",Please refer Tender documents. ,NA ,"22,80,244",Civil Works - Buildings,NA ,Tender,75.0,90.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,500.0,Nil,Nil,No,"41,800",No,fixed,,Nil,Nil,AOC,1.0,224973.0,chander pal rihal,24-Jul-2021 01:40 PM,Rejected-Technical,Non Responsive,29-Jul-2021 01:01 PM,Technical,Summary,R.K Dhiman,29-Jul-2021 12:57 PM,technical_74826.pdf,Finance,Summary,R.K Dhiman,03-Aug-2021 01:30 PM,finance_74826.pdf,BOQ Comparative Chart,1.0,224769.0,Dinesh Thakur,INR,"3,197,742",Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,29-Jul-2021 01:01 PM,29-Jul-2021 03:00 PM,techsummary_74826.pdf (251.23 KB),PWD,2021_PWD_50017_1,Construction of cow sanctuary at Kangain,Construction of cow sanctuary at Kangain Tehsil Jaisinghpur District Kangra H.P,27-Sep-2021,"INR 2,280,244",90.0,R.K Dhiman,27-Sep-2021 04:41 PM,Award.pdf (525.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,03-Aug-2021 01:34 PM,finsummary_74826.pdf (201.89 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,224769.0,Dinesh Thakur,24-Jul-2021 01:57 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,27-Sep-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,224981.0,Kulbir Jaggi Govt. Cont.,24-Jul-2021 12:09 PM,Rejected-AOC,Rejected due to higher rates bidder L2,27-Sep-2021 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,225181.0,KULBIR SINGH GOVT CONTRACTOR,24-Jul-2021 02:58 PM,Rejected-Technical,Non Responsive,29-Jul-2021 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,224982.0,VIVEK GUPTA,24-Jul-2021 09:54 AM,Rejected-Technical,Non Responsive,29-Jul-2021 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
