Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Online mode),1.0,ICICI BANK,PWD,No.BGN/2020-21-3679-3706 dated 06.07.2021Job3,2021_PWD_49828_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,14-Jul-2021 11:00 AM,28-Jul-2021 11:00 AM,14-Jul-2021 11:30 AM,27-Jul-2021 06:00 PM,NA ,NA ,14-Jul-2021 11:30 AM,27-Jul-2021 06:00 PM,06-Aug-2021 10:30 AM,Periodical Maintenance on UAM Road to Village Paned Road,P/L 30mm thick Bituminous Concrete in km. 0/000 to 1/500,Please refer Tender documents. ,NA ,"12,68,933",Civil Works - Roads,NA ,Tender,120.0,60.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,"25,400",Yes,fixed,,Nil,Nil,500.0,Nil,Nil,No,AOC,PWD,2021_PWD_49828_1,No.BGN/2020-21-3679-3706 dated 06.07.2021Job3,Periodical Maintenance on UAM Road to Village Paned Road,Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,05-Aug-2021 02:56 PM,06-Aug-2021 10:30 AM,techsummary_74565.pdf (488.79 KB),Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,10-Aug-2021 12:24 PM,finsummary_74565.pdf (396.85 KB),07-Sep-2021,"INR 1,423,034",60.0,SHASHI PAL,07-Sep-2021 12:53 PM,AOC.pdf (525.00 KB),Work Awarded,1.0,224887.0,JOGRAJ GOVT CONTRACTOR,INR,"1,423,034",Finance,Fin bid opened,SHASHI PAL,10-Aug-2021 12:16 PM,finance_74565.pdf,BOQ Comparative Chart,1.0,224887.0,JOGRAJ GOVT CONTRACTOR,23-Jul-2021 10:55 AM,Accepted-AOC,Lowest,07-Sep-2021 12:53 PM,Technical,Tech bid opened,SHASHI PAL,05-Aug-2021 02:54 PM,technical_74565.pdf,AOC
,,.pdf,Earnest Money (Online mode),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,225746.0,Maynak Sharma,27-Jul-2021 05:42 PM,Rejected-AOC,Higher Side,07-Sep-2021 12:53 PM,,,,,,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,225567.0,Satish Kumar,27-Jul-2021 01:41 PM,Rejected-AOC,Higher Side,07-Sep-2021 12:53 PM,,,,,,AOC
,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate on prescribed format given in bidding document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
