Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
A/R and M/O Danoi Kotion Road km. 0/0 to 25/650 (SH Hiring of JCB for removal of slips),A/R and M/O Danoi Kotion Road km. 0/0 to 25/650 (SH Hiring of JCB for removal of slips),Please refer Tender documents. ,NA ,"1,08,000",Civil Works,NA ,Tender,75.0,60.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",28-Aug-2021 03:00 PM,06-Sep-2021 10:30 AM,28-Aug-2021 03:00 PM,06-Sep-2021 10:00 AM,NA ,NA ,28-Aug-2021 03:00 PM,06-Sep-2021 10:00 AM,24-Sep-2021 02:15 PM,1.0,ICICI BANK,"2,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,RECEIPT / SCREEN SHOT OF COST OF TENDER AND EARNEST MONEY PAYMENT (INDICATED IN SCHEDULE F),PWD,Sangrah 5023-73 dated 23.08.2021,2021_PWD_51624_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,Finance,SUMMARY,Rattan Kumar Sharma,25-Sep-2021 03:19 PM,finance_77180.pdf,BOQ Comparative Chart,1.0,234344.0,Balinder Dutt,05-Sep-2021 07:39 PM,Rejected-Finance,L5,25-Sep-2021,Technical,SUMMARY,Rattan Kumar Sharma,06-Sep-2021 04:12 PM,technical_77180.pdf,Executive Engineer,Internal,SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,24-Sep-2021 12:20 PM,24-Sep-2021 02:15 PM,techsummary_77180.pdf (750.51 KB),1.0,233835.0,Khajan Singh,INR,"82,680",27-Sep-2021,"INR 82,680",60.0,Rattan Kumar Sharma,18-Sep-2023 12:41 PM,80.pdf (396.00 KB),AOC,PWD,2021_PWD_51624_13,Sangrah 5023-73 dated 23.08.2021,A/R and M/O Danoi Kotion Road km. 0/0 to 25/650 (SH Hiring of JCB for removal of slips),Executive Engineer,Internal,SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,25-Sep-2021 03:22 PM,finsummary_77180.pdf (215.65 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,24.1. COST OF TENDER,,,,,,,,,,,,,,,,,,,,,,,,,2.0,234346.0,JAIPAL THAKUR CONTARCTOR,06-Sep-2021 08:35 AM,Rejected-Finance,L3,25-Sep-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.2. EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,3.0,234180.0,Kaku Ram,04-Sep-2021 04:13 PM,Rejected-Finance,L4,25-Sep-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.3. CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,4.0,233835.0,Khajan Singh,03-Sep-2021 12:23 PM,Accepted-AOC,AOC,18-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.6. LIST OF MACHINERY TOOL AND PLANT,,,,,,,,,,,,,,,,,,,,,,,,,5.0,234219.0,RAMAN KUMAR,04-Sep-2021 07:00 PM,Rejected-Finance,L2,25-Sep-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.8. HPPWD FORM No. 8. or Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.9. ANY OTHER DOCUMENTS AS SPECIFIED BY THE STATE IN PERFORMA OF SCHEDULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF TO REGISTRATION UNDER EMPLOYEES PROVIDENT FUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OR UNDERTAKING REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,24.7. BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
