Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage
"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,17-Aug-2021 04:56 PM,finsummary_74797.pdf (510.76 KB),13-Sep-2021,"INR 1,756,684",90.0,Arvind Chaudhary,14-Sep-2021 09:41 AM,Awardletter.pdf (934.00 KB),Awardletter,PWD,2021_PWD_50002_1,Job 2 Restoration rain damages on link road to J,"Job 2 Restoration and rain damages on link road to Jhundian Mohalla Ward No. 5 Mehatpur Distt. Una Sub Head C.O Retaining wall at RD. 0-045 to 0-098, M.S. railing etc. DC Deposit Work","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,12-Aug-2021 01:06 PM,13-Aug-2021 10:00 AM,techsummary_74797.pdf (720.08 KB),Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,17-Aug-2021 03:53 PM,finance_74797.pdf,BOQ Comparative Chart,1.0,225558.0,aman kumar,INR,"1,850,641",Technical,TechnicalBidOpeningSummary,Rajesh Kumar,30-Jul-2021 08:00 PM,technical_74797.pdf,1.0,225558.0,aman kumar,27-Jul-2021 06:29 PM,Accepted-AOC,ok,14-Sep-2021 09:41 AM,AOC,"33,900",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 2 Restoration and rain damages on link road to Jhundian Mohalla Ward No. 5 Mehatpur Distt. Una Sub Head C.O Retaining wall at RD. 0-045 to 0-098, M.S. railing etc. DC Deposit Work","Job 2 Restoration and rain damages on link road to Jhundian Mohalla Ward No. 5 Mehatpur Distt. Una Sub Head C.O Retaining wall at RD. 0-045 to 0-098, M.S. railing etc. DC Deposit Work",Please refer to Bidding Documents ,NA ,"17,56,684",Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,21-Jul-2021 10:00 AM,28-Jul-2021 11:00 AM,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,NA ,NA ,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,13-Aug-2021 10:00 AM,PWD,Job 2 Restoration rain damages on link road to J,2021_PWD_50002_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,225756.0,Ashok Kumar,27-Jul-2021 05:21 PM,Rejected-AOC,ok,14-Sep-2021 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,225828.0,PRABHJOT SINGH GOVT CONTRACTOR,27-Jul-2021 08:50 PM,Rejected-AOC,ok,14-Sep-2021 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,225596.0,Rishi Kumar,27-Jul-2021 01:21 PM,Rejected-AOC,ok,14-Sep-2021 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,225880.0,Satish Kumar,28-Jul-2021 08:37 AM,Rejected-AOC,ok,14-Sep-2021 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,225084.0,Tilak Raj Govt Contractor,27-Jul-2021 11:53 PM,Rejected-AOC,ok,14-Sep-2021 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,AOC
