S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,350.0,Comm. DMC,Dharamshala,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),"13,350",No,fixed,,Comm. DMC,Dharamshala,C/O Boundary wall and breast wall around skill development training centre at Khanyara Ward No.15,C/O Boundary wall and breast wall around skill development training centre at Khanyara Ward No.15,Please refer tender document ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Dharamshala,5621-26 DMC,2021_UDDHP_43694_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Jan-2021 06:00 PM,03-Feb-2021 11:30 AM,19-Jan-2021 06:00 PM,03-Feb-2021 11:00 AM,NA ,NA ,19-Jan-2021 06:00 PM,03-Feb-2021 11:00 AM,26-Feb-2021 03:30 PM,Executive Engineer,Executive Engineer DMC Dharamshala,AOC,30-Sep-2021,"INR 666,670",90.0,Balbir Chadda,30-Sep-2021 01:19 PM,32.pdf (174.00 KB),Sh. Karan Sharma R/O Ward No.1 Old Kangra Tehsil and Distt. Kangra,1,196566,anuj gupta,01-Feb-2021 10:43 AM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,Finance,"Add. Commissioner, Executive Engineer, Dy. Controller (FandA), Junior Engineer, Asstt. Draughtsman",Balbir Chadda,16-Mar-2021 05:09 PM,finance_65136.pdf,BOQ Comparative Chart,Add. Commissioner,Internal,"Executive Engineer, Dy. Controller (FandA), Junior Engineer, Asstt. Draughtsman",Balbir Chadda,02-Sep-2021 04:28 PM,finsummary_65136.pdf (312.41 KB),Add. Commissioner,Internal,"Executive Engineer, Dy. Controller (FandA), Junior Engineer, Asstt. Draughtsman",Balbir Chadda,26-Feb-2021 03:03 PM,26-Feb-2021 03:30 PM,techsummary_65136.pdf (312.41 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Dharamshala,2021_UDDHP_43694_32,5621-26 DMC,C/O Boundary wall and breast wall around skill development training centre at Khanyara Ward No.15,Technical,"Add. Commissioner, Executive Engineer, Dy. Controller (FandA), Junior Engineer, Asstt. Draughtsman",Balbir Chadda,26-Feb-2021 01:31 PM,technical_65136.pdf,1.0,197031.0,Karan Sharma,INR,"813,057",AOC
2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,196918,Ashok Kumar,02-Feb-2021 05:25 PM,Rejected-Technical,Not Fulfill the tender criteria,26-Feb-2021 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,197009,Kapil Sharma,02-Feb-2021 10:00 PM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST registration (General rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,197031,Karan Sharma,03-Feb-2021 12:08 AM,Accepted-AOC,Duet to lowest bidder,30-Sep-2021 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Employee Provident fund Number(EPF Number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,196755,OM PARKASH GOVT CONTRACTOR,02-Feb-2021 09:59 PM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,196899,PANKAJ KUMAR,03-Feb-2021 10:24 AM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,196571,Rana,30-Jan-2021 03:54 PM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An affidavit that information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,196970,Sahil Sharma,02-Feb-2021 07:45 PM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,197055,satish kumar,03-Feb-2021 10:19 AM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,196897,subhash chand,02-Feb-2021 04:24 PM,Rejected-Finance,Due to higher bidder,02-Sep-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
