Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per e-procurement notice,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,27-Aug-2021 02:30 PM,06-Sep-2021 02:00 PM,27-Aug-2021 02:30 PM,04-Sep-2021 05:00 PM,NA ,NA ,27-Aug-2021 02:30 PM,04-Sep-2021 05:00 PM,20-Sep-2021 11:05 AM,Municipal Corporation Shimla,2332Dated11082021,2021_MC_51611_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,Executive Engineer R B M C Shimla,Shimla,No,1.0,DD - Demand Draft,"3,600",No,fixed,,Executive Engineer R B M C Shimla,Shimla,Restoration of rain damages M C Ambulance road from Zoo to Regional Poultry Farm in ward No 10 Tutikandi R D 0 0 to 0 650 (SH Construction of Retaining wall R D 0 090 to 0 100),Restoration of rain damages M C Ambulance road from Zoo to Regional Poultry Farm in ward No 10 Tutikandi R D 0 0 to 0 650 (SH Construction of Retaining wall R D 0 090 to 0 100),Please refer Tender Documents ,NA ,"1,78,569",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,AOC,EE,Internal,AGM SJPNL AO,Rajesh Thakur,20-Sep-2021 10:58 AM,20-Sep-2021 11:05 AM,techsummary_77314.pdf (5078.58 KB),Municipal Corporation Shimla,2021_MC_51611_27,2332Dated11082021,Restoration of rain damages M C Ambulance road from Zoo to Regional Poultry Farm in ward No 10 Tutikandi R D 0 0 to 0 650 (SH Construction of Retaining wall R D 0 090 to 0 100),30-Sep-2021,"INR 191,805.5",60.0,Rajesh Thakur,30-Sep-2021 03:35 PM,2021_MC_51611_27.pdf (441.00 KB),AOC,EE,Internal,AGM SJPNL AO,Rajesh Thakur,30-Sep-2021 03:19 PM,finsummary_77314.pdf (294.95 KB),Finance,BOS,Gopesh Behl,20-Sep-2021 12:54 PM,finance_77314.pdf,BOQ Comparative Chart,1.0,233897.0,narinder kumar,INR,"191,805",1,234105,ABDUL RAZAK BUTT,04-Sep-2021 01:26 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,Technical,BOS,Gopesh Behl,18-Sep-2021 03:57 PM,technical_77314.pdf,AOC
,,.pdf,Certificate of Registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,233988,A K CONSTRUCTION,03-Sep-2021 09:03 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,232726,himesh,02-Sep-2021 11:39 AM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,.pdf,"Scanned copy of tender document i.e. e procurement notice, Performa and Form MW-7 duly signed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,233897,narinder kumar,03-Sep-2021 02:29 PM,Accepted-AOC,Accepted due to lowest rates,30-Sep-2021 03:35 PM,,,,,,AOC
2.0,Finance,.xls,Schedule of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,234182,Om Prakash,04-Sep-2021 04:08 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,234161,PAWAN KUMAR GOVT. CONTRACTOR,04-Sep-2021 03:22 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,233923,RAN SINGH,03-Sep-2021 03:44 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,233919,SANJAY SHARMA,03-Sep-2021 03:43 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,234103,Shree Khand Mahadev Enterprises,04-Sep-2021 01:31 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,233850,Vijay Solanky,03-Sep-2021 12:56 PM,Rejected-Finance,Rejected,30-Sep-2021 03:19 PM,,,,,,AOC
