Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender Form,26-Aug-2021 10:00 AM,06-Sep-2021 11:30 AM,26-Aug-2021 10:00 AM,06-Sep-2021 11:00 AM,NA ,NA ,26-Aug-2021 10:00 AM,06-Sep-2021 11:00 AM,10-Sep-2021 11:00 AM,Periodic maintenance of Yol to Dhaloon road (HP0408VR0081) under Additional AMP for the year 2021-22 for Rural road Non PMGSY) in Distt Kangra(HP)(SH-Providing and laying Bituminous Concrete pavement at Km 2/000 to 3/500),Periodic maintenance of Yol to Dhaloon road (HP0408VR0081) under Additional AMP for the year 2021-22 for Rural road Non PMGSY) in Distt Kangra(HP)(SH-Providing and laying Bituminous Concrete pavement at Km 2/000 to 3/500),Please refer Tender documents. ,NA ,"12,16,896",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,500.0,Nil,Nil,No,"24,350",No,fixed,,Nil,Nil,Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,PWD,PWD- Civil-4278-4308-Tanda,2021_PWD_50521_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Finance,Sum,Ankit Kumar,17-Sep-2021 03:27 PM,finance_77168.pdf,BOQ Comparative Chart,1.0,233806.0,Gandharav Singh,04-Sep-2021 01:31 PM,Accepted-AOC,Award,24-Sep-2021 03:24 PM,Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,09-Sep-2021 11:46 AM,10-Sep-2021 11:00 AM,techsummary_77168.pdf (776.44 KB),Technical,Sum,Suresh Kumar Walia,09-Sep-2021 11:43 AM,technical_77168.pdf,1.0,233806.0,Gandharav Singh,INR,"1,754,775",20-Sep-2021,"INR 1,754,775",30.0,Suresh Kumar Walia,24-Sep-2021 03:24 PM,Award.pdf (1944.00 KB),Award,PWD,2021_PWD_50521_12,PWD- Civil-4278-4308-Tanda,Periodic maintenance of Yol to Dhaloon road (HP0408VR0081) under Additional AMP for the year 2021-22 for Rural road Non PMGSY) in Distt Kangra(HP)(SH-Providing and laying Bituminous Concrete pavement at Km 2/000 to 3/500),Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,17-Sep-2021 03:29 PM,finsummary_77168.pdf (188.62 KB),AOC
,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2.0,233808.0,Navneet Thakur,04-Sep-2021 06:01 PM,Rejected-Finance,Lowest 2,17-Sep-2021 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of Machinery and Technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
