Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
21-May-2021 06:00 PM,31-May-2021 11:30 AM,21-May-2021 06:00 PM,31-May-2021 10:30 AM,NA ,NA ,21-May-2021 06:00 PM,31-May-2021 10:30 AM,07-Jun-2021 11:00 AM,PWD,R/R Mattan Sidh Pacca Bharo road km 0/0 to 5/400,2021_PWD_47680_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Hamirpur,Executive Engineer HPPW Hamirpur,"12,300",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,Restoration of rain damages on Mattan Sidh to Hamirpur Pacca Bharo road km 0/0 to 5/400,SH Channelization of drainage system along the road RD 4/405 to 4/485,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,AOC,1.0,214267.0,Ajay Kumar Thakur,30-May-2021 08:17 PM,Rejected-Finance,l3,28-Sep-2021 09:14 PM,Technical,Attached,Vivek Sharma,05-Jun-2021 06:38 PM,technical_71530.pdf,1.0,214198.0,RAJESH KUMAR GOVT CONTRACTOR,INR,"403,445",Finance,Attached,Vivek Sharma,28-Sep-2021 09:10 PM,finance_71530.pdf,BOQ Comparative Chart,EE Hamirpur,Internal,SupdtHDMSrDAO,Vivek Sharma,05-Jun-2021 06:55 PM,07-Jun-2021 11:00 AM,techsummary_71530.pdf (1743.52 KB),PWD,2021_PWD_47680_1,R/R Mattan Sidh Pacca Bharo road km 0/0 to 5/400,Restoration of rain damages on Mattan Sidh to Hamirpur Pacca Bharo road km 0/0 to 5/400,28-Sep-2021,"INR 402,695",30.0,Vivek Sharma,28-Sep-2021 09:17 PM,AwardMattan2.pdf (1662.00 KB),Award Letter,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,28-Sep-2021 09:14 PM,finsummary_71530.pdf (711.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-16,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,214198.0,RAJESH KUMAR GOVT CONTRACTOR,29-May-2021 01:01 PM,Accepted-AOC,l1,28-Sep-2021 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,AOC,3.0,214229.0,SATISH KUMAR SHARMA,29-May-2021 10:14 PM,Rejected-Finance,l2,28-Sep-2021 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,AOC,4.0,214176.0,Sunny Kanwar,28-May-2021 09:53 PM,Rejected-Technical,Rejected,05-Jun-2021 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD with proof,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
