Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Job 3 A.R and M.O HP.PWD Rest House Non Residential Una Distt. Una H.P Sub Head P.L Floor tiles, painting, Repair work, Prov. Furniture etc.","Job 3 A.R and M.O HP.PWD Rest House Non Residential Una Distt. Una H.P Sub Head P.L Floor tiles, painting, Repair work, Prov. Furniture etc.",Please refer to Bidding Documents ,NA ,"15,84,407",Civil Works - Buildings,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,21-Jul-2021 10:00 AM,28-Jul-2021 11:00 AM,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,NA ,NA ,21-Jul-2021 10:00 AM,28-Jul-2021 09:00 AM,13-Aug-2021 10:00 AM,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","31,300",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,PWD,Job 3 A.R and M.O HP.PWD Rest House Non Residentia,2021_PWD_50014_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,AOC,1.0,225791.0,Ram Sahore Govt Contractor,INR,"2,007,169",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,17-Aug-2021 04:01 PM,finance_74813.pdf,BOQ Comparative Chart,1.0,225850.0,Arpit Prashar,27-Jul-2021 11:41 PM,Rejected-Technical,As per technical Evaluation Bids,12-Aug-2021 01:12 PM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,30-Jul-2021 08:03 PM,technical_74813.pdf,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,12-Aug-2021 01:12 PM,13-Aug-2021 10:00 AM,techsummary_74813.pdf (687.76 KB),PWD,2021_PWD_50014_1,Job 3 A.R and M.O HP.PWD Rest House Non Residentia,"Job 3 A.R and M.O HP.PWD Rest House Non Residential Una Distt. Una H.P Sub Head P.L Floor tiles, painting, Repair work, Prov. Furniture etc.",04-Sep-2021,"INR 1,584,407",90.0,Rajesh Kumar,06-Sep-2021 10:50 AM,Awardletter.pdf (910.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,17-Aug-2021 05:08 PM,finsummary_74813.pdf (427.86 KB),AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,225827.0,MAHESH ANGRA,28-Jul-2021 08:51 AM,Rejected-Technical,As per technical Evaluation Bids,12-Aug-2021 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,225868.0,MANI GOVT. CONTRACTOR,28-Jul-2021 02:44 AM,Rejected-Technical,As per technical Evaluation Bids,12-Aug-2021 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,225791.0,Ram Sahore Govt Contractor,27-Jul-2021 06:49 PM,Accepted-AOC,ok,06-Sep-2021 10:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,225819.0,sachin ohri govt contractor,27-Jul-2021 07:25 PM,Rejected-Technical,As per technical Evaluation Bids,12-Aug-2021 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,225539.0,Suresh Kumar Govt Contractor,26-Jul-2021 07:08 PM,Rejected-AOC,ok,06-Sep-2021 10:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
