S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum No 1,BOQ,,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender fee, EMD, Technical Bids",04-Feb-2021 11:00 AM,11-Mar-2021 04:00 PM,04-Feb-2021 02:00 PM,11-Mar-2021 02:00 PM,NA ,NA ,03-Mar-2021 02:00 PM,11-Mar-2021 02:00 PM,03-May-2021 11:00 AM,Supply of Consumable Items,Supply of Consumable Items,Please refer Tender documents. ,NA ,"20,00,00,000",Medicines,NA ,Rate Contract,120.0,60.0,"O/o MD, NHM, Assam",781005.0,"O/o MD, NHM, Assam ","O/o MD, NHM, Assam ",11-Feb-2021 03:30 PM ,"O/o MD, NHM, Assam",No ,No,"MD, NHM, Assam","O/o MD, NHM, Assam","2,000","State Health Society, Assam",Guwahati,No,National Health Mission||State Programme Management Unit - NHM,159621_DROP_CONSUMABLES,2021_NHM_20888_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,"2,00,000",No,fixed,,"State Health Society, Assam",Guwahati,AOC,23-Sep-2021,INR 100.0,60.0,Manohar Choudhury,23-Sep-2021 12:58 PM,LOI.pdf (5340.00 KB),1.0,116216.0,POLAR INDUSTRIAL CORPORATION,INR,1.0,1,116632,ASHOKA PU FOAM INDIA PRIVATE LIMITED,11-Mar-2021 11:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,Technical,Technical Minutes,partha sarathi Das,01-May-2021 12:40 PM,technical_32483.pdf,National Health Mission||State Programme Management Unit - NHM,2021_NHM_20888_1,159621_DROP_CONSUMABLES,Supply of Consumable Items,ED,Internal,"DME, DHS, ED, AMD, DF, DSM, AA,P",partha sarathi Das,01-May-2021 12:48 PM,03-May-2021 11:00 AM,techsummary_32483.pdf (23307.07 KB),ED,Internal,"DME, DHS, ED, AMD, DF, DSM",partha sarathi Das,31-May-2021 04:57 PM,finsummary_32483.pdf (8168.07 KB),Finance,Financial opened,partha sarathi Das,31-May-2021 04:21 PM,,BOQ Comparative Chart,AOC
2.0,Corrigendum No 1,Date,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,116280.0,"Sensa Core Medical Instrumentation Pvt. Ltd.,",INR,1.0,2,116628,Becton Dickinson India Private Limited,11-Mar-2021 09:47 AM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,116315.0,Innovative Linen Co. P. Ltd.,INR,1.0,3,116517,BIPSON SURGICAL PVT. LTD.,11-Mar-2021 12:30 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,116520.0,Kishan Chand And Sons,INR,1.0,4,116469,BMA PRINTS PVT LTD,10-Mar-2021 04:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,116538.0,SUN SYNDICATE INDUSTRIES PVT LTD,INR,1.0,5,116648,B.M.B. Foam Industry,09-Mar-2021 08:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,116542.0,SHREE RADHE HYGIENE PRODUCTS PVT LTD,INR,1.0,6,116631,D.K. POWER ENGINEERS PVT LTD,09-Mar-2021 04:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,116572.0,PRIMEWEAR HYGINE (INDIA) PRODUCT LIMITED,INR,1.0,7,116667,Garware Bestretch Limited,11-Mar-2021 12:39 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,116628.0,Becton Dickinson India Private Limited,INR,1.0,8,116234,IMAZ SURGICALS,03-Mar-2021 09:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,116633.0,OM SURGICAL INDUSTRIES,INR,1.0,9,116315,Innovative Linen Co. P. Ltd.,10-Mar-2021 04:33 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,116667.0,Garware Bestretch Limited,INR,1.0,10,116674,Jajoo Surgicals Pvt. Ltd.,11-Mar-2021 01:34 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
