Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","Job 2 Improvement and Widening and Construction of link road from Bangarh Nangran Road to Ghalore Chowk to Jakhera via Morbar, link road to Village Bass, Bhabour Sahib upto Punjab Boundary, Bhatoli Shiv Mandir to Raizada Mohalla and Ranout Mohalla fr","Job 2 Improvement and Widening and Construction of link road from Bangarh Nangran Road to Ghalore Chowk to Jakhera via Morbar, link road to Village Bass, Bhabour Sahib upto Punjab Boundary, Bhatoli Shiv Mandir to Raizada Mohalla and Ranout Mohalla fr",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"2,41,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,FDR - Fixed Deposit,02-Jul-2021 10:00 AM,12-Jul-2021 11:00 AM,02-Jul-2021 10:30 AM,12-Jul-2021 09:00 AM,NA ,NA ,02-Jul-2021 10:30 AM,12-Jul-2021 09:00 AM,20-Jul-2021 10:00 AM,"5,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender (Indicated in Schedule F),PWD,Job 2 Improvement and Widening and Construction of,2021_PWD_49232_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2021_PWD_49232_1,Job 2 Improvement and Widening and Construction of,"Job 2 Improvement and Widening and Construction of link road from Bangarh Nangran Road to Ghalore Chowk to Jakhera via Morbar, link road to Village Bass, Bhabour Sahib upto Punjab Boundary, Bhatoli Shiv Mandir to Raizada Mohalla and Ranout Mohalla fr","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,19-Jul-2021 01:30 PM,20-Jul-2021 10:00 AM,techsummary_73752.pdf (842.44 KB),"Er. Rajesh Kumar, E.E",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Rajesh Kumar,22-Jul-2021 02:02 PM,finsummary_73752.pdf (639.21 KB),04-Sep-2021,"INR 12,050,323",365.0,Rajesh Kumar,06-Sep-2021 10:43 AM,Awardletter.pdf (1019.00 KB),Awardletter,1.0,222049.0,Shivalik Construction Company,INR,"9,046,407",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,22-Jul-2021 01:47 PM,finance_73752.pdf,BOQ Comparative Chart,1.0,222342.0,Amrik Singh,11-Jul-2021 08:23 PM,Rejected-AOC,ok,06-Sep-2021 10:43 AM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,13-Jul-2021 12:02 PM,technical_73752.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,222487.0,Balbir Singh Govt Contractor,11-Jul-2021 09:57 AM,Rejected-AOC,ok,06-Sep-2021 10:43 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,222049.0,Shivalik Construction Company,10-Jul-2021 09:44 AM,Accepted-AOC,ok,06-Sep-2021 10:43 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,222500.0,Sumit Kumar Govt. cont.,11-Jul-2021 01:14 PM,Rejected-AOC,ok,06-Sep-2021 10:43 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,222539.0,Vikas puri,11-Jul-2021 09:39 PM,Rejected-AOC,ok,06-Sep-2021 10:43 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet as Per General Rules 28.2a and 28.2b,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
