S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage
1,99805,ABBOTT INDIA LIMITED,14-Dec-2020 09:58 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,National Health Mission||State Programme Management Unit - NHM,2020_NHM_18995_1,142502_19212_EDL2,Supply of Essential Drugs,AOC,1.0,Corrigendum No 1,BOQ,,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender Fee, EMD, Technical Bids","MD, NHM, Assam","O/o MD, NHM, Assam","2,000","State Health Society, Assam",Guwahati,Yes,National Health Mission||State Programme Management Unit - NHM,142502_19212_EDL2,2020_NHM_18995_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,Supply of Essential Drugs,Supply of Essential Drugs,Please refer Tender documents. ,NA ,"80,00,00,000",Medicines,NA ,Rate Contract,180.0,60.0,"O/o MD, NHM, Assam",781005.0,"O/o MD, NHM, Assam ","O/o MD, NHM, Assam ",31-Oct-2020 11:00 AM ,"O/o MD, NHM, Assam",No ,No,17-Oct-2020 02:00 PM,15-Dec-2020 04:00 PM,17-Oct-2020 03:00 PM,15-Dec-2020 02:00 PM,NA ,NA ,08-Dec-2020 02:00 PM,15-Dec-2020 02:00 PM,26-Feb-2021 06:35 PM,"2,00,000",No,fixed,,"State Health Society, Assam",Guwahati,1.0,DD - Demand Draft,AOC
2,99910,ACULIFE HEALTHCARE PRIVATE LIMITED,14-Dec-2020 01:02 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,2.0,Corrigendum No 1,Date,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC
3,99937,AKUMS DRUGS & PHARMACEUTICALS LTD,14-Dec-2020 04:00 PM,Rejected-Finance,No L1 Rates,12-Mar-2021 02:36 PM,,,,,AOC,3.0,Corrigendum No 1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,AOC
4,99769,Alpa Laboratories Limited,15-Dec-2020 10:50 AM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,AOC
5,100080,ANGLIFESCIENCES INDIA PVT LTD,15-Dec-2020 12:44 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,100044,APPLE FORMULATIONS PVT LTD,14-Dec-2020 11:08 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,99967,"ASOJ SOFT CAPS PVT. LTD.,",14-Dec-2020 05:52 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,99759,ASTRAZENECA PHARMA INDIA LIMITED,10-Dec-2020 10:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2021 06:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,100087,Axa Parenterals Ltd.,15-Dec-2020 12:19 PM,Rejected-Finance,No L1 Rates,12-Mar-2021 02:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,99780,Bal Pharma Ltd,11-Dec-2020 03:24 PM,Rejected-Finance,No L1 Rates,12-Mar-2021 02:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
