Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,PWD,No.BGN/2020-21-1342-62 dated 19.05.2021Job1,2021_PWD_47713_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,"2,35,700",Yes,fixed,,Nil,Nil,28-May-2021 11:00 AM,15-Jun-2021 11:00 AM,28-May-2021 11:30 AM,14-Jun-2021 06:00 PM,NA ,NA ,28-May-2021 11:30 AM,14-Jun-2021 06:00 PM,03-Jul-2021 10:30 AM,C/O Atal Aadarsh Vidyalaya at Mohal Gehra Dhanet in Tehsil Bangana District Una HP,"C/O Multipurpose / Exam Hall i/c site development , W.S. and S.I. and Rain water Harvesting Tank",Please refer Tender documents. ,NA ,"2,03,16,342",Civil Works - Buildings,NA ,Tender,120.0,540.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),1.0,ICICI BANK,AOC,Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,01-Jul-2021 04:52 PM,03-Jul-2021 10:30 AM,techsummary_71582.pdf (486.45 KB),PWD,2021_PWD_47713_1,No.BGN/2020-21-1342-62 dated 19.05.2021Job1,C/O Atal Aadarsh Vidyalaya at Mohal Gehra Dhanet in Tehsil Bangana District Una HP,28-Sep-2021,"INR 22,262,658",540.0,SHASHI PAL,29-Sep-2021 01:32 PM,AOCAtal.pdf (1220.00 KB),Work Awarded,Er. S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,06-Jul-2021 02:27 PM,finsummary_71582.pdf (397.74 KB),1.0,216362.0,ganesh,13-Jun-2021 04:48 PM,Rejected-AOC,Higher side,29-Sep-2021 01:32 PM,Technical,Tech bid opened,SHASHI PAL,01-Jul-2021 04:49 PM,technical_71582.pdf,Finance,Fin bid opened,SHASHI PAL,06-Jul-2021 02:23 PM,finance_71582.pdf,BOQ Comparative Chart,1.0,216327.0,Shiv Kumar Govt Contractor,INR,"22,262,658",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in Schedule F),2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,216465.0,M/s Satish Kumar Sharma,14-Jun-2021 05:15 PM,Rejected-AOC,Higher Side,29-Sep-2021 01:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,215853.0,Ramesh Chand Sharma,14-Jun-2021 01:38 PM,Rejected-AOC,Higher side,29-Sep-2021 01:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,216327.0,Shiv Kumar Govt Contractor,13-Jun-2021 11:41 PM,Accepted-AOC,Lowest,29-Sep-2021 01:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,216337.0,Suresh Pal,14-Jun-2021 05:29 PM,Rejected-Technical,Non responsive,01-Jul-2021 04:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Reg. no pending litigation with the Department,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
