,erosion,District,Details,Date
0,,Baksa,"Jalah - At Gobardhana ,Khagrabari ,Alengmari | On 20 May 2022, during a field visit by SDO,Civil Salabri,CO,FO(DM),Jalah Rev Circle along with concerned LM and GB and observed 1. at Gobardhna ,approximately 350 meter of left bank of river Beki at the southern part ,adjacent to Gobardhana Satra has been eroding by the River Beki 2. At Khagrabri,approximately 750 meter of left bank of river Beki at Khagrabari Nepali Basti has been eroding by the River Beki. 3. At Alengamari,approximately 550 meter of left bank of river Beki at alengamari has been eroding by the River Beki, at which three numbers of households are shifted due to erosion. The Water Resource Division ,Chirang assured for immediate protection of works for aforesaid erosion. | 0,  Baksa - 2 No. Lokpala | River bank erosion at the right bank of river Mora-Pagladia at village 2 No. Lokpala on 21-05-2022. Erosion site is 10 meters from PWD village road. Total erosion: 5 Lesa | 0",21-05-2022
1,,Barpeta,Chenga - Roumari Gaon | 1 no. house damaged due to severe erosion at Roumari Gaon village reported by Gaon Pradhan on 21/5/22 | 7,21-05-2022
2,,Biswanath,"Biswanath - Mijika, Ghoramara | Bank erosion observed at Mijika on Right Bank of River Burhigang. Also as per LM report one earthen road near river burhigang about 8ft wide and 500 ft long at village Ghoramara was damaged on 17th May 2022: Lat=26.812877, long=93.198404. Also as per report of BDO Baghmara, 50 m of embankment erosion occurred near tinisuti weekly market by river Burigang and 130m of embankment erosion occurred by river Burigang at forest gate, tinisuti on 20th may 2022. | 0",21-05-2022
3,,Bongaigaon,Boitamari - Chatpara | One Mosque fully damaged and one katcha house shifted for gully erosion. Date of incident 20.05.2022 | 6,21-05-2022
4,,Darrang,Mangaldoi - Gerimari Village | Erosion at the banks of Mangaldai River has occurred at village Gerimari under Mangaldai Rev. Circle. The stretch of erosion is approximately 1Km along the river bank. Dated 21/05/2022. | 40,21-05-2022
5,,Dhubri,"Bilasipara - At village:- Dubachuri Pt-ii and Saltari | the Erosion occurred due to rising of water level of river Mara Gaurang at Dubachuri Pt-ii and also erosion happened for river Sankosh at village Saltari. Date of incident:- 19-05-2022 and 20-05-2022 GPS co-ordinates:- Lat:- 26. 203876 N &amp; Longitude:- 90.17813 E Lat:- 26.16904 N &amp; Long:- 90.10141E Land eroded:- Land measuring around 05 Bigha 04 Katha 10 Lessa Population:- 16 nos | 16,  Athani - Kaunbari | Erosion is going on at village kaunbari under Panbari GP from 17.5.2022 to till date. A total land measuring 2B-2K-10L(Approx.) already been eroded Longitude 90.083657 & Latitude 26.14655 | 0,  South Salmara Part - Borkalia Surjomoni, Char Katdanga pt-i | As per information received from concerned Lot Mondal erosion occured on 19/05/22 and 20/05/22. At follwing Villagees 1. Borkalia Surjomoni, 105 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2 km and breath 100 m. Lat-25.95 Long-90.03 2. Char Katdanga pt-i, 112 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2.5 km breath 125 m. Lat - 25.85 Long-89.96 All affected families has been shifted to the safe place. | 816",21-05-2022
6,,Dibrugarh,"Dibrugarh East - 1. Maijan Borsaikia Gaon near DTP dyke 2. Dongorpathar 3. UPSTREAM OF STONE SPUR NO - 01 NEAR DTP DYKE AT MAIJAN | 1. SEVERE BANK DAMAGE DUE TO RISE OF WATER LEVEL OBSERVED AT WARD NO -03 OF MAIJAN BORSAIKIA GAON AT DOWNSTREAM OF 1 KM OF DTP DYKE ON LEFT SIDE OF THE RIVER BANK FROM 17-05-2022. LAT-27.30.14.66;N. and LONG-94.56.35.92; E.as per information received from Water Resource Department. 2. BANK DAMAGE DUE TO RISE IN WATER LEVEL. Length- 300m DAMAGED AND IS OCCURING FROM 18-05-2022. LAT 27.22.39;44.69;N AND LONG - 95.30.39;25.25; E. as per information received from WRD. 3. UPSTREAM OF STONE SPUR NO - 01 NEAR DTP DYKE AT MAIJAN DAMAGE IS SEEN. 250M AREA IS BEING WASHED AWAY. as on 21.05.2022 LAT - 27.30.39;15.95;N/94.56.39;51.43 ;E TO LONG 27.30.39;15.26;N/94.56.39;42.62;E. as per information received from WRD. | 0,  Dibrugarh West - Lezai Gaon | As per report received from Executive Engineer, WR Division on 20.05.2022 that damage has been observed at Lezai area on the right bank of Sessa river just upstream of Lezai Bridge, affecting a reach length of 300mtrs. | 0",21-05-2022
7,,Goalpara,"Matia - Baladmari Char Pt-IV | Left bank erosion of river Jaljali at Baladmari Char Pt-IV. Total Reach length = 300 m (approx.)and Average Width = 3 m as on 21/05/2022 as received from Water Resourses Department, Goalpara | 0",21-05-2022
8,,Golaghat,Bokakhat - Opeswari Ghat (Karonihula Gaon) under Bokakhat Rev. Circle | Erosion occurred at river bank of Dhansiri river of approx 300 M. on 20-05-2022. | 0,21-05-2022
9,,Hailakandi,"Katlicherra - Rangabak Pt. I under Katlicherra Revenue Circle dtd. 20.05.2022 | Severe erosion occurred at Rangabak Pt. I. Area of erosion- Length - 50 meter, Breadth - 25 meter | 0",21-05-2022
10,,Kamrup,"Kayan - Dodetia,Nona river bank | Nona river erosion reported by Water Resource Dept. Nalbari Division near dodetia area area under Kayan Revenue Circle on 20/05/2022. Erosion length - 270 m Time- 12:57 & 13:11 Area- River Nona, vill- Dodetia | 0,  Chaygaon - pub Makeli | On field visit by FO Chhaygaon, it was seen that an active erosion of 10m span on 20/5/2022 around 11:00 AM at kotohi road. | 0",21-05-2022
11,,Kamrup (M),"Chandrapur - 1)hatisila near ganesh mandir 2) tatimara | Erosion occurred 17.05.2022 | information received from water Resource department | Hatisila coordinate:- 91.887997 , 26.219384 Tatimara coordinate:- 91.917294, 26.243107 | Area:- 1.5 km approx both. | 0",21-05-2022
12,,Lakhimpur,"Bihpuria - Dhunaguri-Chenimora ghat embankment | Mild Erosion observed at CH. 1790 for a length of 100m on 20th May 2022 as reported by AEE, WRD, Bihpuria SD | 0",21-05-2022
13,,Morigaon,Laharighat - Bhajaikhaiti | Erosion observed on 21-5-22 at Bhojaikhaiti area at 64th k.M.of Brahmaputra dyke.Minimum offset aprox 220m. Temporary measure taken up like lunching of Bamboo bundle. | 0,21-05-2022
