,erosion,District,Details,Date
0,,Barpeta,"Baghbar - Kanara Gaon and Majorchar village | Due to the land erosion by the river Brahmaputra, 8 families lost their houses in the village kanara gaon and 5 nos. Of families lost their house s in the village Majorchar, Total 13 families. (Reported by LM on 22/05/22) | 55,  Kalgachia - 1. Shawrachara Pather village, 2. Paschim Moinbari village | 1.As per concerned LM report received on 22/05/22 in Shawrachara village total 4 nos of KUTCHA house are eroded, family affected- 4 Nos, land eroded- 2B-0K-0L(Basti land), location Co-ordinates- 26.26746, 90.83709. 2. As per concerned LM report received on 22/05/22 in Paschim Moinbari village total 6 Nos of KUTCHA houses are eroded, family affected- 6 Nos, land eroded- 2B-1K-0L(Basti land), location Co-ordinates- 26.25536, 90.75446. | 47,  Chenga - Roumari Gaon | 1 no. house eroded by the river Brahmaputra at Roumari Gaon on 22.5.22 reported by Gaon Pradhan | 6",22-05-2022
1,,Dhubri,"South Salmara Part - Borkalia Surjomoni, Char Katdanga pt-i | As per information received from concerned Lot Mondal erosion occured on 21/05/22 to 22/05/2022. At follwing Villagees 1. Borkalia Surjomoni, 70 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2 km and breath 50 m. Lat-25.95 Long-90.03 2. Char Katdanga pt-i, 101 nos family has been eroded due to erosion by river Brahmaputra. Area lenth 2.5 km breath 100 m. Lat - 25.85 Long-89.96 All affected families has been shifted to the safe place. | 649",22-05-2022
2,,Dibrugarh,Dibrugarh East - Behia Chetia-6 at downstream Mohonaghat | As per information received from Water Resource Department Bank damage at behia chetia -6 downstream of Mohonaghat as on from 20-05-2022. Lat &amp; Long - 27.28;25.13N/94.53.98.48E to 27.28.39;12.91 N/94.52.39;57.64E. Area damage 500m | 0,22-05-2022
3,,Goalpara,"Matia - Baladmari Char Pt-IV | Left Bank erosion of river Jaljali at Baladmari Char Pt-IV. Total reach length = 300m (approx.) and Average Width = 3 m as on 22/05/2022 as received from Water Resources Department, Goalpara. | 0",22-05-2022
4,,Kamrup (M),"Chandrapur - 1. Tatimara, 2. Hatisila | Erossion took place on 17/05/20022 to till date 22/05/2022 Report received- Lot Mondal, Gaobura Tatimara Coordinates Longitude- 91.917294, Latitude- 26.243107 Hatisila Coordinates Longitude- 91.887997, Latitude- 26.219384 | 0",22-05-2022
5,,Morigaon,Laharighat - Bhajhakhaiti gaon | Erosion is observed on 22/05/22 at Bhojaikhaiti area of B.dyke.Rate of erosion 2m per day. Temporary measure continuing like lunching of Bamboo bundle. | 0,22-05-2022
6,,Nalbari,"Barkhetri - Bhangnamari | River bank erosion of river Brahmaputra at Bhangnamari. Length 100m approx. Date 22/05/2022 | 30,  Nalbari - 1.Erosion at Khudra Katara village 2. Erosion at village Goroimara | As per report received from W.R Deptt on 22/05/2022 via whatsapp group, erosion takes place at village khudra katara and Goiroimara. Approximate length is 200.00 M at Khudra katara village and 600.00 M at village goiroimara | 0,  Paschim Nalbari - Amoni village near Babathan | Erosion at Burhadia River LB. Information received from Water Resource Department on 21/05/2022 | 0",22-05-2022
7,,Sonitpur,Dhekiajuli - Keherukhanda Pathar to No3 Rangagora village | Severe erosion observed along the bank of the Belsiri river at Keherukhanda Pathar village. aprox length 850mtr. date 21.5.22 | 0,22-05-2022
8,,Tinsukia,"Sadiya - 1. Majgaon (Amarpur) 2. Koilabasti 3. Gurung Basti | 1. River Bank erosion is being observed at Majgaon (Amarpur) on the North Bank of River Datung since 12/05/2022 till 22/05/2022. As per information received from concerned Gaon Pradhan , the affected stretch is about 280m. 2. Active erosion is reported from Koilabasti area by Kundil river since 12/05/2022 till 22/05/2022. . As per report received from the WR department and concerned Gaon Pradhan , the stretch area is 50m. ( Lati 27.84688889, Long 95.71255556 ) 3. River bank erosion at Gurung Basti area reported by WR department since 15/05/2022 till 22/05/2022. the stretch area is 50m. ( Lati 27.89750000, Long 95.77833333 ) | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC), 2. Village : No. 3 Kordoiguri ( Goriyating ), 3. Village: No. 1 Kordoiguri(Darjijan), 4. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. Severe erosion is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 22/05/2022. The affected stretch is about 1500 m. 10 m offset remains as of now from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 ) 2. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 2/04/2022 till 22/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 3. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 22/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 4. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 22/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 400 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",22-05-2022
9,,Udalguri,"Udalguri - 1. Baithonia 2. Medhipara | 1. Erosion at Boithonia village on the left bank of Chandana river around 300m on 21.05.2022. GPS - Lat - 26.695569 Long - 92.03972. 2. Erosion at Medhipara village on the right bank of Golondi river around 400m on 21.05.2022. GPS - Lat - 26.66844167 Long - 92.14337222. | 0,  Harisinga - Pub jangalpara | Erosion continuing due to overflow of Huduma river at pub jangalpara village on 20th May 2022. Approximate damage 50ft./25ft. | 0,  Khairabari - Village: Malmura (Khashibari village) | Severe erosion of paddy fields and households by Khasibari Dong / River (local name), due to intensive rainfall and flood. Approx. 180 M (in length) has been eroded by the dong / river. Date of Occurrence: 20.05.2022 | 300,  Kalaigaon - Sagunbahi near sagunbahi LP School | The erosion has deteriorated on 22/05/2022 in the R/B of river Noa due to heavy current from river Noa. | 55",22-05-2022
