,erosion,District,Details,Date
0,,Bajali,Bajali - Erosion at the Kaldiya river near Bhupen Das house to Rajhuwa smachan at Chaibari Adhikari ghat | Erosion at the Kaldiya river near Bhupen Das house to Rajhuwa smachan at Chaibari Adhikari ghat .affected length 200 m breadth 10m depth 10m on 02/07/2022 | 0,02-07-2022
1,,Barpeta,"Barnagar - Gamariguri | As per received from Water Resources Dept, Sorbhog on 30/06/2022 At Gamariguri village L/B of river beki is under erosion. Reach Length= 400 M | 0,  Kalgachia - 1. Charchapari VGR, 2. Showpur, 3. Kismat Moinbari, 4. Dhakaliapara | As per report of concerned LMs on 02/07/22 various erosion incidents occurred, the details as- 1. in charchapari VGR total 6 nos of Kutcha houses are fully eroded, land eroded- 3B-1K-12L, location coordinates- 26.226185, 90.675276. 2. In showpur vill total 2 nos of Kutcha houses are fully eroded, location coordinates- 26.333018, 90.884137. 3. In Kismat Moinbari vill total 3 nos of Kutcha houses are fully eroded, land eroded- 1B-3K-08L. 4. In Dhakaliapara vill total 14 nos of Kutcha houses are fully eroded, land eroded- 7B-4K-12L, location coordinates- 26.333018, 90.884137. | 139,  Chenga - Balidhari K, CHenimari K, Domdoma K, Kachumara NC | 55 nos. families affected due to erosion on the site of river Brahmaputra reported by Gaon Pradhan and concerned lot mandal on 1/07/2022 | 275",02-07-2022
2,,Biswanath,Biswanath - Rowmari | Severe bank erosion is observed at Rowmari area on the R/ Bank of the river Buroi. Length 1000.00m on 01-07-2022. | 0,02-07-2022
3,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Total Inmates 718. | 718,  Dangtol - Jelkajhar | Erosion caused by River Tunia of around 10 m. Reported by Soil Conservation, Bongaigaon. Dated- 02.07.2022 | 0,  Srijangram - Dubachuri part II ,Santoshpur part II , Jopea Boroichala and Kacharipety Part III | Relief camps are in operation :4 nos. 1. Dubachuri Part I Embankment (205)2.Santoshpur Part II MVS (198)3. Jopea Boroichala Anchalik Club(110) and Bhaduripara LPS (103). GR issued . Rice : 3.6 Q Dal :0.66 Qt Salt :0.198 Qt M.Oil : 19.8 Ltr dated 02-07-2022, Medical Team-6 | 616",02-07-2022
4,,Charaideo,"Mahmora - 1. At Dhemaji Beel Gaon ( Desang River) 2. At Santipur, Dhemaji Beel Gaon ( Desang River) 3. At Koroiguridubi , Doomordolong Habi Gaon ( Deroi River) | 1. Sever erosion occurred at Dhemaji Beel Gaon ( 130 meter) at right bank of Desang river on 01/07/2022 reported by WR Dept. Demow WR Subdivision, Mouza Mahmora , under Mahmora RC. Lat- 27.04861111 , Long- 94.92194444 2. Sever erosion occurred at Santipur area of Dhemaji Beel Gaon ( 150 meter) at right bank of Desang river on 01/07/2022 reported by WR Dept. Demow WR Subdivision, Mouza Mahmora , under Mahmora RC. Lat- 27.04847778 , Long- 94.93472222 3. Sever erosion occurred at Koroiguri Dubi of Doomordolong Habi Gaon , ( 80 meter) at right bank of Deroi river on 01/07/2022 reported by WR Dept. Demow WR Subdivision, Mouza- Khaloighugura , under Mahmora RC. Lat- 27.09500000 , Long- 94.85000278 | 0",02-07-2022
5,,Chirang,"Bijni - Bijni | As reported by Bijni Municipal Board,Bijni,ongoing erosion occured at Dulani River Ghat at Sibsankar Colony since 25-06-2022 due to Dulani river. Length=10 mtr(Approx) Breadth=7 mtr(approx) Depth=3 mtr(Approx). Longitude=90.694878 Latitude=26.497738 | 0",02-07-2022
6,,Darrang,"Dalgaon - Thalthali, Rangagarapathar, Rahmanpur and Bhabapur | as per report received from WR department river bank erosion occurred at village Talathali -1000m length, Date of occurrence - 18/05/2022, Rangagarapathar - 800m, date of occrrunce - 14/05/2022, Rahmanpur - 380m, date of occurrence - 19/05/2022 and Bhabapur - 470, Date of occurrence - 16/05/2022 | 0,  Mangaldoi - Mangaldai River,Saktola River | as per report received from WR department river bank erosion occurred at village Adhomapara-800m length, Date of occurrence - 18/05/2022, Bollopara - 800m, date of occrrunce - 14/05/2022, Sonalipam Stadium - 1500m, date of occurrence - 03/06/2022,New Colony - 800m, Date of occurrence - 10/06/2022, Kawaripathar -1000m, Date of occurrence 13/06/2022, Denagaon - 500m, Date of occurrence - 31/05/2022, Chereng - 1000m, date of occrrunce - 15/05/2022, Shaheed - 300m, date of occrrunce - 08/06/2022 and as per report received from WR department river bank erosion occurred at village Kabikara (Ch 3600m R/B- 200m Occurrence date 18/05/22,Ch 3800m R/B-100m Occurrence date14/05/2022, Ch 4000m R/B-100m Occurrence date 08/06/2022, Ch 200m R/B-100m Occurrence Date 03/06/2022),Bor Athiabari (Ch 800m L/B-100m Occurrence Date 14/05/2022, Ch 1000m L/B-100m Occurrence Date 18/05/2022, Ch 1400m L/B-150m Occurrence Date 10/06/2022), Athiabari (Ch 1400m R/B-200m Occurrence Date 03/06/2022, Ch3000m R/B-150m Occurrence Date 15/05/2022),Patalsingapara (Ch 2400m L/B-100m Occurrence Date 08/06/2022, Ch 2000m L/B -120m Occurrence Date 31/05/2022),Dogdhapara (Athiabari)-Ch-5800m R/B-130m Occurrence Date 13/06/2022, Bor Thekerabari (Ch 8100m L/B-150m Occurrence Date 13/06/2022), | 0,  Sipajhar - Saktola River | as per report received from WR department river bank erosion occurred at village Hazarikapara (Ch 7500m L/B- 150m- Occurrence Date 10/06/2022), Debananda (Ch 8150m R/B-150m Occurrence Date 31/05/2022 | 0",02-07-2022
7,,Dibrugarh,Tengakhat - Holokoni Majuli | As reported by WRD on 02/07/2022 Holokoni Majuli bank sloughening from in between Ch.7300m to 8000m for length about 600m | 0,02-07-2022
8,,Golaghat,Khumtai - Un Embankment portion of river Gelabeel at Badulipar area | At upstream of Gelabeel RCC bridge on both bank at Badulipar area. River bank damage due to high flood for a length of 300m at right bank in between Kanfola and Bhakat Chapori area and at left bank for a length 200m in Badulipar area on 02-07-2022 | 0,02-07-2022
9,,Hailakandi,"Lala - (1) Vernerpur Basti (30m) (2) Lalacherra Ferryghat (50m) (3) Lalacherra T.E. (100m) (4) Lalaghat (40m) (5) Rajyeswarpur Pt-V (40m) (6)Nalukbak(Rajyeswarpur Pt-I (50m)) (7) Nalukbak(Rajyeswarpur Pt-I (30m)) (8) Godamghat (60m) (9) Borbond Pt-I (80m) | 1. Long- 92.617858 Lat- 24.524647, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 18.06.2022 2. Long- 92.618794 Lat- 24.529361, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 18.06.2022 3. Long- 92.6207 Lat- 24.5282, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 17.06.2022 4. Long- 92.627241 Lat- 24.613096, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 17.06.2022 5. Long- 92.616896 Lat- 24.604169, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 20.06.2022 6. Long- 92.576614 Lat- 24.609774, erosion, vertical settlement under Lala Rev. Circle dtd. 20.06.2022 7. Long- 92.579156 Lat- 24.614134, overtopping, population affected-8000 under Lala Rev. Circle dtd. 20.06.2022 8. Long- 92.580271 Lat- 24.561401, sloughening, erosion of vertical settlement, , under Lala Rev. Circle dtd. 19.06.2022 9. Long- 92.581534 Lat- 24.617387, sloughening, erosion of vertical settlement, population affected- 5000, under Lala Rev. Circle dtd. 20.06.2022 | 0",02-07-2022
