,erosion,District,Details,Date
0,,Baksa,"Baska - Goldingpara | Gully erosion at village Goldingpara, (Ulubari) near Jaycharan Boro house on 18/06/2022, Area eroded: 2 Bighas | 0",21-06-2022
1,,Bongaigaon,"Manikpur - Erosion to place in Bashbari no 2 approach road 100 mtr. & Agril bundh 50 mtr .erosion continues. date-21.06.2022 | Erosion Took Place due to river Aie 39 ft. Date-21.06.2022/Erosion due to Aie River 210 mtr. Date-21.06.2022 | 2200,  Srijangram - Balachar pt II | Erosion has taken place at Balarchar Part II on Today the 21th June 2022 on the river bank of river Manas in a length of 300m .As a result, 5 nos. Of families got affected /eroded. Total population affected 28 nos. date- 21.06.2022 | 28",21-06-2022
2,,Chirang,"Bijni - Khujurapguri | As reported by Chirang WR Division, Kajalgaon, erosion of khujurapguri DRDA embankment due to river Aie(L/B) on 20-06-2022. Length=750 mtr(Approx), Breadth=6.70 mtr(Approx), Depth=6.70 mtr(Approx). | 0,  Sidli - Thumkubari, Bilashpur | As reported by BDO Sidli Chirang, Land erosion occurred at Thumkubari under Sidli VCDC on 16-06-2022. Damage Details:: Length :: 460M Breadth:3.44M Depth: 3.45 M, ( Long- 90.457642, Lat-26.531083). As reported by BDO Sidli Chirang , Erosion occurred due to heavy rain at Ulta Kunda Pachim Bilashpur near Malek Omar ali House under Satipur- Bilashpur VCDC on 15-06-2022, damage details , Length- 105.07m, Breadth-3.78m, depth- 3.1m ( Long- 90.492916, Lat-26.546856). | 0",21-06-2022
3,,Dhubri,"Bilasipara - udmari pt-III, Kajaikata pt-II | With reference to the subject cited above, I have the honour to inform you that, recently erosion has taken place by the river Gaurang at village:udmari pt-III, Kajaikata pt-II under Bilasipara Revenue Circle. A field visit in this connection has been done on20-06-2022 During the field visit, it was observed that continuous erosion has been taking place at the site and measures for prevention of the same are required. • Name of Village:- udmari pt-III, Kajaikata pt-II • Date of incident:- 19-6-2022 to 20-06-2022 • Land eroded:- Land measuring around 10 Bigha- 1 Katha 18 Lessa. | 52,  Athani - Jhelturchar Pt-III, Gutipara Pt-Vi,Salmara Pt-I, Mayarchar Pt-vii | Erosion occurred at Village Jhelturchar Pt-III, Gutipara Pt-Vi,Salmara Pt-I, Mayarchar Pt-vii due to flood from dated 20/06/2022 to 21/06/2022. 19 Nos. of dwelling houses were eroded and they have shifted to their another places. No people become landless due to the erosion. Total eroded land measuring 13B-2K-6L. out of which 3B-1K-1L are Residential land and 10B-1K-5L are agricultural land. | 117",21-06-2022
4,,Dibrugarh,"Dibrugarh West - Kachamari and Notun Bolai Village | As per report received from Executive Engineer, WR Division on 21.06.2022 that damage for around 300 m at Kachamari village and 300 m (approx) at Natun bolai village has been observed during flood period. Name of the Dyke:- Tengakhat bund on the R/B of river Buridehing from Jokai R.F. to old A.T. road . Chainage:- From ch 7100m to 7450m From ch 8850m to 9150m, Lat. 94.553 Long:-27.191 | 0",21-06-2022
5,,Kamrup,Palashbari - Futuri | 1No. Spur at Futuri suffered erosion due to river Bramhaputra on 20-06-2022 at around 3PM. About 10m in length and 3m width of spur got eroded. Report submitted by Water Resource department | 0,21-06-2022
6,,Kokrajhar,"Dotma - 1. Vill- Nowerbhita, 2. Vill- Umanagar | 1. Dated: 21/06/2022 Bank erosion by river Longa at village Nowerbhita, Nowerbhita LP School to South Nowerbhita village. Erosion of length 300M (Approx.) 2. Date: 21/06/2022 Bank erosion by river Gongia at village Umanagar. Erosion of length 700M (Approx.) | 67",21-06-2022
7,,Lakhimpur,"Bihpuria - Dikrong L/B embankment of Bongalmora PGR (Balichapori) | Active erosion observed at Ch. 15000 km on 21/06/2022 due which 03 nos. of families residing near the river bank have been shifted to other safe locations. Restoration measures are undertaken by WRD, Bihpuria Sub-division. | 22",21-06-2022
8,,Majuli,Majuli - Rayati | Erosion occurred at Rayati village under Ahataguri mouza on 20/06/2022. | 27,21-06-2022
9,,Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept on 21/06/2022, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori with maximum erosion of 1 m in Leruamukh, 1 m in Goroimari , 4 m in Bhajaikhati gaon & 6 m in Barchapori | 0",21-06-2022
10,,Nalbari,"Tihu - TIHU AKHARA LINK ROAD TO JAYHARI PITAR THAN ,SATHIKUCHI , | LENGTH 400 MTS(APPROX),DATE :19/06/2022,INFORMATION RECEIVED FROM JE, PWD(R),BARAMA | 0",21-06-2022
11,,Sonitpur,"Dhekiajuli - Dheraimajuli | As reported by Water Res Dept, severe bank erosion observed at right bank of Belsiri river embankment at Dherai Majuli from CH3700m to 3916m. date 20.6.22 | 0",21-06-2022
12,,Tinsukia,"Sadiya - 8th mile, Koilabasti, Lakhimpuria, Amarpur Gaon | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 21/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 04 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 10 m. Location (27°50'48.8""N, 95°42'45.2""E). 3. Active erosion is reported from Lakhimpuria area by Kundil river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 5 m. 4. Active erosion is reported from Amarpur Gaon by Dibang river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 10 m. | 0",21-06-2022
