Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
Restoration of rain damages on MC road from Lakkar Bazar Bus Stand to Maszid idgah in ward No.2 Ruldu Bhatta RD 0 0 to 0 510 (SH Construction of Retaining wall etc RD 0 153 to 0 159 and 0 200 to 0 208),Restoration of rain damages on MC road from Lakkar Bazar Bus Stand to Maszid idgah in ward No.2 Ruldu Bhatta RD 0 0 to 0 510 (SH Construction of Retaining wall etc RD 0 153 to 0 159 and 0 200 to 0 208),Please refer Tender Documents ,NA ,"8,91,088",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement notice,1.0,DD - Demand Draft,Municipal Corporation Shimla,1097Dated02062023,2023_MC_74685_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,Executive Engineer R B M C Shimla,Shimla,No,08-Jun-2023 02:35 PM,16-Jun-2023 03:00 PM,08-Jun-2023 02:35 PM,15-Jun-2023 05:00 PM,NA ,NA ,08-Jun-2023 02:35 PM,15-Jun-2023 05:00 PM,23-Jun-2023 11:15 AM,"17,900",No,fixed,,Executive Engineer R B M C Shimla,Shimla,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,1,354536,AJAY SHARMA,15-Jun-2023 02:12 PM,Rejected-Finance,Rejected,21-Aug-2023,Technical,BOS,Dinesh Thakur,17-Jun-2023 11:13 AM,technical_112009.pdf,1.0,354549.0,vivek mehan,INR,"597,315",Finance,BOS,Rajesh Thakur,23-Jun-2023 12:21 PM,finance_112009.pdf,BOQ Comparative Chart,EE,Internal,AO AE,Rajesh Thakur,23-Jun-2023 11:13 AM,23-Jun-2023 11:15 AM,techsummary_112009.pdf (932.01 KB),Municipal Corporation Shimla,2023_MC_74685_11,1097Dated02062023,Restoration of rain damages on MC road from Lakkar Bazar Bus Stand to Maszid idgah in ward No.2 Ruldu Bhatta RD 0 0 to 0 510 (SH Construction of Retaining wall etc RD 0 153 to 0 159 and 0 200 to 0 208),21-Aug-2023,"INR 597,315.5",60.0,Rajesh Thakur,21-Aug-2023 01:12 PM,2023_MC_74685_11.pdf (1075.00 KB),AOC,EE,Internal,AO AE,Rajesh Thakur,21-Aug-2023 01:11 PM,finsummary_112009.pdf (314.77 KB)
,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,353910,Hari Krishan Sharma,15-Jun-2023 12:05 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,354537,Kundan Singh,15-Jun-2023 02:12 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,354516,mukul thakur,15-Jun-2023 01:33 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,354518,Parmod Kumar Sharma,15-Jun-2023 01:44 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,354267,SATISH KUMAR JAGTA,14-Jun-2023 04:33 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,354243,SUNIL SHARMA,14-Jun-2023 03:32 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,354258,SUSHIL KUMAR SHARMA,14-Jun-2023 04:06 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,354559,VIKAS KASHYAP,15-Jun-2023 02:55 PM,Rejected-Finance,Rejected,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,354549,vivek mehan,15-Jun-2023 02:37 PM,Accepted-AOC,Accepted,21-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
