Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
PWD,PW-SNR-CB-E-Ten/Giriraj- 5145-55 dt.27.7.23,2023_PWD_76910_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Executive Engineer HPPWD Division Sunder Nagar,1.0,ICICI BANK,500.0,EE Sundernagar,Sundernagar,No,Special Repair to Auditorium Hall of Govt. Polytechnic at Sundernagar Distt. Mandi (HP),"SH Providing and fixing wooden flooring on stage, chairs in Hall and balcony and VIP chairs in Hall.",As per tender document ,NA ,"21,90,684",Civil Works,NA ,Tender,90.0,90.0,In Sunder Nagar Division HPPWD,175018.0,NA ,NA ,NA ,O/O Executive Engineer HPPWD Division Sunder Nagar,No ,No,"44,000",Yes,fixed,,EE Sundernagar,Sundernagar,31-Jul-2023 09:00 AM,11-Aug-2023 11:30 AM,31-Jul-2023 09:00 AM,10-Aug-2023 06:00 PM,NA ,NA ,31-Jul-2023 09:00 AM,10-Aug-2023 06:00 PM,19-Aug-2023 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,Finance,FBOS,Chaman Singh,21-Aug-2023 11:10 AM,finance_114969.pdf,BOQ Comparative Chart,1.0,365503.0,RANJEET SINGH,INR,"1,642,794.54",1.0,365302.0,ANIL KUMAR,09-Aug-2023 01:33 PM,Rejected-Finance,Not found lowest,26-Aug-2023,Technical,BOS,Chaman Singh,17-Aug-2023 06:28 PM,technical_114969.pdf,"Er. D R Chauhan, Executive Engineer",Internal,Er. Y.S. Chandel AE Suket Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Tek Singh Supdt. Accounts,Chaman Singh,17-Aug-2023 06:43 PM,19-Aug-2023 11:30 AM,techsummary_114969.pdf (644.92 KB),PWD,2023_PWD_76910_1,PW-SNR-CB-E-Ten/Giriraj- 5145-55 dt.27.7.23,Special Repair to Auditorium Hall of Govt. Polytechnic at Sundernagar Distt. Mandi (HP),26-Aug-2023,"INR 1,642,794.54",90.0,Hitesh Sharma,26-Aug-2023 04:43 PM,AOCPolyAudi.pdf (968.00 KB),AOC issued to L-I,"Er. D R Chauhan, Executive Engineer",Internal,Sh. Y.S. Chandel AE Suket Sh. Dinesh Kumar HDM,Hitesh Sharma,26-Aug-2023 04:42 PM,finsummary_114969.pdf (967.75 KB)
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,,,2.0,364884.0,Karam Singh,10-Aug-2023 04:48 PM,Rejected-Finance,Not found lowest,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,3.0,365568.0,Mast Ram,10-Aug-2023 05:43 PM,Rejected-Finance,Not found lowest,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,,,,,,,,,,,,4.0,365503.0,RANJEET SINGH,10-Aug-2023 05:55 PM,Accepted-AOC,Being L-1 and responsive,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done/ works in hand / Bidding Capacity as per general rules No. 16 and 26.,,,,,,,,,,,,5.0,365442.0,suresh kumar,09-Aug-2023 08:47 PM,Rejected-Finance,Not found lowest,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,6.0,365693.0,TEK CHAND,10-Aug-2023 05:28 PM,Rejected-Finance,Not found lowest,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,7.0,365190.0,VARUN CIVIL AND GOVERNMENT CONTRACTOR,08-Aug-2023 11:21 PM,Rejected-Finance,Not found lowest,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 refer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
