Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At
Finance,Financial Bid opening summary,Naveen Singh Kaundal,21-Jun-2023 12:38 PM,finance_111437.pdf,BOQ Comparative Chart,1.0,352191.0,RAHUL BHARDWAJ,INR,"4,446,299",Technical,Bid opening summary,Naveen Singh Kaundal,08-Jun-2023 05:51 PM,technical_111437.pdf,1.0,352295.0,DEVENDER KUMAR SHARMA,06-Jun-2023 02:27 PM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,29-Aug-2023,"INR 4,446,299",270.0,Naveen Singh Kaundal,29-Aug-2023 04:49 PM,AOCAHC.pdf (314.00 KB),AOC,Er Suresh Kumar Chandel,Internal,"Sr.DAO,Supdt.Gr-II",Naveen Singh Kaundal,01-Jul-2023 05:05 PM,finsummary_111437.pdf (443.76 KB),Er Suresh Kumar Chandel,Internal,"Sr.DAO,Supt.Gr-II",Naveen Singh Kaundal,20-Jun-2023 04:21 PM,21-Jun-2023 11:00 AM,techsummary_111437.pdf (588.98 KB),PWD,2023_PWD_74266_1,NIT No. 2667-2716 dated 24-05-2023,"Construction of Govt., Ayurvedic Health Dispensary in Dargi Sub-Tehsil Dhami, District Shimla",01-Jun-2023 04:00 PM,07-Jun-2023 11:00 AM,01-Jun-2023 04:00 PM,06-Jun-2023 06:30 PM,NA ,NA ,01-Jun-2023 04:00 PM,06-Jun-2023 06:30 PM,21-Jun-2023 11:00 AM,"Construction of Govt., Ayurvedic Health Dispensary in Dargi Sub-Tehsil Dhami, District Shimla","SH-Site Development , C/O Building Portion , WS - SI , Rain Water Harvesting tank, Septic Tank)",As per Tender Documents ,NA ,"53,90,106",Civil Works - Buildings,NA ,Tender,75.0,270.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,1.0,ICICI BANK,"2,000",Nil,Nil,No,PWD,NIT No. 2667-2716 dated 24-05-2023,2023_PWD_74266_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE Dhami,Shimla Rural Division HPPWD Shimla,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"1,08,000",No,fixed,,Nil,Nil
,,,,,,,,,,,,,,,,2.0,352475.0,Hem Raj,06-Jun-2023 05:31 PM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,
,,,,,,,,,,,,,,,,3.0,352483.0,Manishsharma,06-Jun-2023 05:30 PM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,
,,,,,,,,,,,,,,,,4.0,352248.0,Niom Infra Private Ltd,05-Jun-2023 11:37 PM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,
,,,,,,,,,,,,,,,,5.0,352128.0,Om Parkash Sharma,06-Jun-2023 02:14 PM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as Per General Rule 26.2.b,,,,,,
,,,,,,,,,,,,,,,,6.0,352191.0,RAHUL BHARDWAJ,05-Jun-2023 06:35 PM,Accepted-AOC,Awarded to the contrctor,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand in accordance with General Rule 24.5 strictly as per schedule F,,,,,,
,,,,,,,,,,,,,,,,7.0,351816.0,Vidya Dutt Sharma,06-Jun-2023 11:16 AM,Rejected-Finance,Being Higher than L-1,01-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Skilled/Semi Skilled Tradsmen as per Clause of 19k of GCC.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18).",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B(,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 22 A),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report As Per 26.2a of GCC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical person qualification as per clause 32,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Turnover attached Form 26 AS as per General Rules 1.1 A (b),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. as per General Rules 1.2B(a)(I),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with reference to not having more than two works (more than Rs. 1.00 Cr),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,
