S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,Corrigendum,Date,,1.0,ICICI BANK,C/o Link road from Badhal to Rambeh Panchyat Daunta in Km.0/00 to 2/915,"Providing and laying G-II, G-III and premix carpet in km. 0/600 to 1/00",Please refer to tender documents ,NA ,"7,74,533",Civil Works,NA ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,Executive Engineer,HPPWD Division Dehra,09-Jun-2023 10:00 AM,20-Jun-2023 11:30 AM,09-Jun-2023 10:00 AM,19-Jun-2023 06:00 PM,NA ,NA ,09-Jun-2023 10:00 AM,19-Jun-2023 06:00 PM,03-Jul-2023 04:15 PM,"16,000",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,PWD,EE Dehra Letter No. 1282-87 dated 30.05.2023,2023_PWD_74696_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,354300.0,Ajay Kumar,18-Jun-2023 11:25 AM,Rejected-Finance,Highest Bidder,05-Jul-2023,Technical,Summary,Arun Vashisht,03-Jul-2023 03:58 PM,technical_111969.pdf,1.0,354315.0,AKSHAY RANA GOVT CONTRACTOR,INR,"600,795",Finance,Summary,Arun Vashisht,05-Jul-2023 04:13 PM,finance_111969.pdf,BOQ Comparative Chart,PWD,2023_PWD_74696_3,EE Dehra Letter No. 1282-87 dated 30.05.2023,C/o Link road from Badhal to Rambeh Panchyat Daunta in Km.0/00 to 2/915,EE Dehra,Internal,"HDM,Supdt,DAO",Arun Vashisht,03-Jul-2023 04:13 PM,03-Jul-2023 04:15 PM,techsummary_111969.pdf (1798.54 KB),EE Dehra,Internal,"HDM,Supdt, DAO",Arun Vashisht,05-Jul-2023 04:18 PM,finsummary_111969.pdf (1121.33 KB),03-Aug-2023,"INR 774,533",30.0,Arun Vashisht,03-Aug-2023 01:31 PM,Award74696_3.pdf (864.00 KB),Work award issued
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,2.0,354315.0,AKSHAY RANA GOVT CONTRACTOR,15-Jun-2023 12:20 PM,Accepted-AOC,L1,03-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,3.0,355149.0,HARBANS SINGH,19-Jun-2023 04:44 PM,Rejected-Finance,Highest Bidder,05-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,4.0,353792.0,Narinder Kumar,14-Jun-2023 06:22 PM,Rejected-Finance,Highest Bidder,05-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid showing name of bid duly attested from competent authority,,,,,,,,,,,,,,,5.0,354308.0,Rajinder Kumar,15-Jun-2023 11:45 AM,Rejected-Finance,Highest Bidder,05-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,,,,,,6.0,353880.0,VISHAL DHIMAN GOVT CONTRACTOR,17-Jun-2023 06:50 AM,Rejected-Finance,Highest Bidder,05-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
