Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Processing Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
ACCF/ELE/2023-24/64,Request for proposal for Electrical safety audit of Assam Cancer Care Foundation s 7 hospitals,Please refer Tender documents. ,NA ,,Consultancy,NA ,Empanelment,180.0,30.0,7 locations,781022.0,NA ,NA ,NA ,ACCF HO,No ,No,500.0,0.0,Nil,Nil,No,ASSAM CANCER CARE FOUNDATION,ACCF/ELE/2023-24/64,2023_ACCF_31219_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Online,No,No,No,COO ACCF,ACCF HO,15-Jun-2023 02:00 PM,30-Jun-2023 04:00 PM,15-Jun-2023 02:00 PM,30-Jun-2023 03:00 PM,NA ,NA ,27-Jun-2023 09:00 AM,30-Jun-2023 03:00 PM,1.0,SBI Bank,"2,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Techno commercial bid,AOC,head procurement,Internal,DGM Finance Head infra projects GM projects PMC Lead infra operations,Shailesh Bindal,25-Aug-2023 12:55 PM,techsummary_49975.pdf (91.76 KB),1,188546,Bureau Veritas (India) Pvt. Ltd.,30-Jun-2023 11:34 AM,Rejected-Technical,Not L1,25-Aug-2023 12:55 PM,head procurement,Internal,Head Procurement DGM Finance Head infra projects GM projects PMC Lead infra operations,Shailesh Bindal,25-Aug-2023 01:01 PM,finsummary_49975.pdf (91.76 KB),ASSAM CANCER CARE FOUNDATION,2023_ACCF_31219_1,ACCF/ELE/2023-24/64,ACCF/ELE/2023-24/64,Finance,Bid opening,Shailesh Bindal,03-Jul-2023 10:37 AM,finance_49975.pdf,25-Aug-2023,INR 286663.0,30.0,Shailesh Bindal,25-Aug-2023 01:04 PM,AOC.pdf (544.00 KB),Qualified L1 bidder,1.0,188444.0,"testing, Inspection, Certification,Safety Audits,",INR,286663.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial bid,AOC,,,,,,,2,188640,Delta Engineers,30-Jun-2023 01:10 AM,Rejected-Finance,Not L1,25-Aug-2023 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,188605,Engineering Facility Services,29-Jun-2023 05:39 PM,Rejected-Technical,Not L1,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,188562,EPSILON ENGINEERS,28-Jun-2023 05:28 PM,Rejected-Technical,Not L1,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,188420,IRCLASS SYSTEMS AND SOLUTIONS PRIVATE LIMITED,28-Jun-2023 10:42 AM,Rejected-Technical,Not L1,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,188627,SAFETY ELECTRICAL ENGINEERING SERVICES,30-Jun-2023 01:43 PM,Rejected-Technical,Not L1,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,188404,SCIENCE2HOME PVT LTD,30-Jun-2023 11:46 AM,Rejected-Technical,Technically disqualified,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,188524,TECHNO CONSULTANT,28-Jun-2023 11:38 AM,Rejected-Technical,Technically disqualified,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,188444,"testing, Inspection, Certification,Safety Audits,",30-Jun-2023 10:45 AM,Accepted-AOC,Qualified L1,25-Aug-2023 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,188517,TSM TheSafetymaster.com,28-Jun-2023 04:00 PM,Rejected-Technical,Technically disqualified,25-Aug-2023 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
