Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
O/o EE Bhawarna Division HPPWD Bhawarna,O/o EE Bhawarna Division HPPWD Bhawarna,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form.,350.0,Nil,Nil,No,Construction of link road from Gurhbalh (Thural Challah road) to Kamlota Km 0/0 to 0/900,Providing and laying CC work in Km 0/250 to 0/500,Please refer Tender documents. ,NA ,"8,05,970",Civil Works - Roads,NA ,Tender,75.0,60.0,Bhawarna,176083.0,NA ,NA ,NA ,O/o EE Bhawarna Division HPPWD Bhawarna,No ,No,1.0,ICICI BANK,"16,100",No,fixed,,Nil,Nil,PWD,NIT No.5592-5651 DT.31-07-2023-Bhawarna,2023_PWD_76957_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Aug-2023 10:00 AM,09-Aug-2023 11:30 AM,01-Aug-2023 10:05 AM,09-Aug-2023 11:00 AM,NA ,NA ,01-Aug-2023 10:30 AM,09-Aug-2023 11:00 AM,11-Aug-2023 11:30 AM,1.0,365126.0,SUDHA THAKUR,INR,"643,164",Finance,Summary,Anand Katoch,26-Aug-2023 12:40 PM,finance_115046.pdf,BOQ Comparative Chart,1.0,363837.0,ayush,07-Aug-2023 04:01 PM,Rejected-Finance,L6,26-Aug-2023,Technical,Summary,Anand Katoch,11-Aug-2023 11:02 AM,technical_115046.pdf,PWD,2023_PWD_76957_1,NIT No.5592-5651 DT.31-07-2023-Bhawarna,Construction of link road from Gurhbalh (Thural Challah road) to Kamlota Km 0/0 to 0/900,Sh. Suresh Kumar Walia,Internal,Anand Katoch AEtoEE Subhash Chand Supdt. Mukesh Kumar JDM Dyal Singh Sr Asstt Manjeet Kumar Sr Asstt,Anand Katoch,11-Aug-2023 11:06 AM,11-Aug-2023 11:30 AM,techsummary_115046.pdf (374.12 KB),Sh. Suresh Kumar Walia,Internal,,Anand Katoch,26-Aug-2023 12:43 PM,finsummary_115046.pdf (138.05 KB),26-Aug-2023,"INR 643,164.06",60.0,Sanjiv Mahajan,14-Dec-2023 11:07 AM,AOC.pdf (372.00 KB),AOC
,,,,.pdf,The valid enlistment/registration of contractor in appropriate class.,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,365203.0,banmala chauhan,08-Aug-2023 10:51 PM,Rejected-Finance,L4,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,365032.0,RANBIR SINGH BHURIA,09-Aug-2023 10:59 AM,Rejected-Finance,L5,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,365183.0,Rohit Sharma,08-Aug-2023 06:57 PM,Rejected-Finance,L3,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,365126.0,SUDHA THAKUR,08-Aug-2023 04:53 PM,Accepted-AOC,L1,14-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,364651.0,VINOD KUMAR,05-Aug-2023 06:41 PM,Rejected-Finance,L2,26-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Affidavit regarding not more than two works in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,E-mail address and Contact Number of the Contractor/Firm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
