Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
02-Aug-2022 05:00 PM,11-Aug-2022 12:30 PM,02-Aug-2022 05:00 PM,10-Aug-2022 05:00 PM,NA ,NA ,02-Aug-2022 05:00 PM,10-Aug-2022 05:00 PM,25-Aug-2022 01:00 PM,"Restoration of rain damages on Koti Uttrau road km. 0/0 to 6/0(SH-construction of retaining wall atRD 0/795 to 0/805, 0/863, 2/135 to 2/150 and 5/349 to 5/360)","Restoration of rain damages on Koti Uttrau road km. 0/0 to 6/0(SH-construction of retaining wall atRD 0/795 to 0/805, 0/863, 2/135 to 2/150 and 5/349 to 5/360)",please refer to tender document ,NA ,"11,17,674",Civil Works - Roads,NA ,Rate Contract,90.0,60.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,PWD,TA-5800-02dt-14-7-2022,2022_PWD_63359_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,1.0,ICICI BANK,EE Shillai,Executive Engineer HP PWD Division Shillai,"22,360",No,fixed,,Nil,Nil,1,295059,AJAY CHAUHAN,10-Aug-2022 03:15 PM,Rejected-Finance,Not lowest,14-Sep-2022,Technical,technical summary,Pramod Upreti,25-Aug-2022 11:36 AM,technical_95521.pdf,Finance,financial summary,Pramod Upreti,26-Aug-2022 11:08 AM,finance_95521.pdf,BOQ Comparative Chart,1.0,294972.0,yeshpal singh,INR,"782,372",PWD,2022_PWD_63359_3,TA-5800-02dt-14-7-2022,"Restoration of rain damages on Koti Uttrau road km. 0/0 to 6/0(SH-construction of retaining wall atRD 0/795 to 0/805, 0/863, 2/135 to 2/150 and 5/349 to 5/360)",EE Shillai,Internal,"AE Shillai, HDM, Supdt TA",Pramod Upreti,25-Aug-2022 11:43 AM,25-Aug-2022 01:00 PM,techsummary_95521.pdf (2838.43 KB),EE Shillai,Internal,"AE Shillai, HDM, Supdt. TA",Pramod Upreti,14-Sep-2022 11:57 AM,finsummary_95521.pdf (143.27 KB),01-Aug-2023,"INR 782,372",60.0,Narender verma,01-Aug-2023 02:06 PM,yashpalAOC.pdf (739.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,2.0,ICICI NEFT/RTGS,,,,,,,,,2,294800,BALDEV SINGH,10-Aug-2022 10:09 AM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,3,295025,BHARAT SINGH,10-Aug-2022 01:52 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration and Permanent account number,,,,,,,,,,,4,294366,dharam singh chauhan,10-Aug-2022 04:09 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,5,294898,DINESH RANA,09-Aug-2022 06:39 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,6,294811,JOGINDER SINGH,10-Aug-2022 03:56 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,7,294687,Kapil rana,09-Aug-2022 11:53 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,8,294894,KULDEEP SINGH CONTRACTOR,09-Aug-2022 10:01 AM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,9,295151,Naveen rana,10-Aug-2022 03:42 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,10,294875,Ramesh Chand Rana,08-Aug-2022 06:50 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,294289,RAM SINGH,10-Aug-2022 04:04 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,294517,SOHAN SINGH,05-Aug-2022 03:16 PM,Rejected-Finance,Not lowest,14-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,294972,yeshpal singh,09-Aug-2022 02:43 PM,Accepted-AOC,AOC,01-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
