Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Auction Initiated Status :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
06-Feb-2023 10:00 AM,17-Feb-2023 02:30 PM,06-Feb-2023 10:00 AM,17-Feb-2023 11:30 AM,NA ,NA ,06-Feb-2023 10:00 AM,17-Feb-2023 11:30 AM,09-Mar-2023 02:30 PM,1.0,ICICI BANK,HPSEBL,CE(MM)-23/2022-23,2023_HPSEB_68096_1,Yes,Open Tender,Tender cum Auction,Works,3.0,No,No,Online,No,No,No,1.0,Fee,.pdf,Proof of EMD,Procurement of Hybrid face recognition Attendance system,Procurement of Hybrid face recognition Attendance system,As per NIT ,EMD For local HP based registered with HPSEBL is NIL and for others is Rs. 103000  ,"1,03,00,000",Network /Communication Equipments,Hybrid face recognition Attendance  ,Tender,120.0,75.0,"office of Chief Engineer (MM),HPSEBL, Shimla",171004.0,NA ,NA ,NA ,"office of Chief Engineer (MM),HPSEBL, Shimla",No ,No,"1,180",Nil,Nil,No,"1,03,000",Yes,fixed,,Nil,Nil,1.0,Extension of critical dates,Date,,"Chief Engineer (MM),HPSEBL, Shimla","Chief Engineer (MM),HPSEBL, Shimla",18-Aug-2023,"INR 8,650,117.59",75.0,Suraj Pandey,18-Aug-2023 03:14 PM,AwardSummaryFaceRecognitionMachine.pdf (751.00 KB),"Award placed to the firm M/S EI networks, New Delhi for the procurement of Hybrid Face Recognition attendance System on dated 10.05.2023 with a delivery period of 02 and half month from the date of PO",Finance,Auto Opened,Suraj Pandey,09-Mar-2023 03:59 PM,,Yes,BOQ Comparative Chart,Technical,Techno-commercial Bid Opening,Suraj Pandey,17-Feb-2023 03:33 PM,technical_102572.pdf,Chief Engineers and ED,Internal,SEs Sr EE AE JE Representative of HPSEBLs Employees Union and Representative of HPSEBLs Technical Employees Union,Suraj Pandey,07-Mar-2023 04:11 PM,09-Mar-2023 02:30 PM,techsummary_102572.pdf (472.14 KB),1.0,321558.0,A-ID SYSTEMS (I) PVT LTD.,13-Feb-2023 02:28 PM,Not Admitted-PreQual/Technical,Others-Bidder has not submitted the sample as per NIT conditions,17-Feb-2023,Chief Engineer,Internal,Sr. Executive Engineer Assistant Engineer Under Secretary,Suraj Pandey,18-Aug-2023 03:08 PM,finsummary_102572.pdf (750.88 KB),HPSEBL,2023_HPSEB_68096_1,CE(MM)-23/2022-23,Procurement of Hybrid face recognition Attendance system,1.0,323789.0,EI NETWORKS PVT LTD,INR,"8,650,117.59"
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Proof of Tender Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,323789.0,EI NETWORKS PVT LTD,16-Feb-2023 04:11 PM,Accepted-AOC,Quoted L-1 FOR rates,18-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,"Renewed BIS/CE Certificate, ISO certificate, GST registration certificate, PAN Card copy, ITR , GST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,321567.0,HEALTHCARE LIFE SCIENCES,15-Feb-2023 02:05 PM,Rejected-Technical,"Due to non submission of affidavit of no arbitration cases and non blacklisting i.r.o. OEM, Undertaking regarding Land Border Country i.r.o. OEM, GTPs as per HPSEBLs format and BIS certificate of the offered product",07-Mar-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Purchase order /supply orders Copies, performance certificate and list of past supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,321216.0,kawatras,10-Feb-2023 12:32 PM,Rejected-Technical,In accordance to the NITs clauses the committee is of the view that the sample demonstrated by the firm is different from the sample submitted with the bid as such is not acceptable,07-Mar-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GTPs, Drawings and test reports of offered material.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,322977.0,Mantra Softech India Private Limited,17-Feb-2023 10:38 AM,Rejected-Technical,Due to non submission of past Pos and performance certificate of Face recognition attendance machine and BIS certificate for the manufacturing unit as per NITs requirement,07-Mar-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificate of Registration with industry Deptt., Capacity assessment Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,322168.0,RYDOT INFOTECH PRIVATE LIMITED,14-Feb-2023 03:00 PM,Rejected-Technical,Due to non authorization from the OEM,07-Mar-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Plant Machinery Testing Equipments used for routine test to be carried out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,321683.0,Satluj Document Company,13-Feb-2023 12:21 PM,Rejected-Finance,Not Quoted L-1 FOR Rated,18-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Arbitration Court cases and Blacklisting Debarred by any Govt. Semi Govt. organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,321721.0,TimeWatch Infocom Pvt Ltd,17-Feb-2023 11:23 AM,Rejected-Technical,The sample is not complied i.r.o. shock proof. Moreover the operating temperature and display of the device can not be established as data sheet is not available on OEMs website,07-Mar-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Balance sheet of last three years, Last three years turn over duly certified by CA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Power of attorney Board of resolution to sign the bid doc and acceptance of terms and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
