Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_25489_1,PHE_1_JJM_PB_2022_23_2532_40,Empanelment for supply of Ferric Alum to be procured by Panchayat authorities against PWSS under JJM Assam,1,149105,BIO-CARE ASSOCIATES,07-Jun-2022 12:44 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,Technical,Technical Opening Summary,Munmun Das,24-Jun-2022 06:22 PM,technical_39367.pdf,AOC,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Date,,11-May-2022 10:00 AM,08-Jun-2022 03:00 PM,11-May-2022 10:00 AM,07-Jun-2022 04:00 PM,NA ,NA ,11-May-2022 11:00 AM,07-Jun-2022 04:00 PM,30-Jun-2022 03:00 PM,CE PHE Water Assam,"Hengrabari, Guwahati-36",1.0,SBI Bank,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_1_JJM_PB_2022_23_2532_40,2022_PHED_25489_1,Yes,Open Tender,Empanelment,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,Empanelment for supply of Ferric Alum to be procured by Panchayat authorities against PWSS under JJM Assam,Empanelment for supply of ISI marked Ferric Alum Grade-4 to be procured by the Panchayat authorities for maintenance of water supply schemes in different districts under Jal Jeevan Mission Assam under the provision of 15th Finance Commission Grant,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Rate Contract,90.0,365.0,All Assam,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,"2,000",Nil,Nil,No,AOC
,,,,2,149163,brahmaputra udyog private limited,31-May-2022 03:44 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,149161,KRISHNA ENTERPRISE,07-Jun-2022 11:55 AM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,149814,M/S A WHITE RIBBON ENTERPRISE,07-Jun-2022 03:36 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,149151,M/s. Shakti Corporation,07-Jun-2022 12:06 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,149038,RAJA ENTERPRISE,07-Jun-2022 12:27 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,149071,S. B. ENTERPRISE,06-Jun-2022 05:28 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,149179,SHREE KRISHNA ENTERPRISE,07-Jun-2022 11:51 AM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,149794,Sourav Baruah,07-Jun-2022 01:44 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,149810,SURYA ENTERPRISES,07-Jun-2022 01:46 PM,Accepted-AOC,Awarded,30-Aug-2023 02:08 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
