Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"6,500",No,fixed,,Nil,Nil,"Job 4 Repair of Health Sub centre at Village Polian Tehsil Haroli Distt.Una HP Sub Head Repair of roof, replacing the broken glass oif windows, door panels and painting etc Deposit work","Job 4 Repair of Health Sub centre at Village Polian Tehsil Haroli Distt.Una HP Sub Head Repair of roof, replacing the broken glass oif windows, door panels and painting etc Deposit work",Please refer to Bidding Documents ,NA ,"3,20,657",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,1.0,ICICI BANK,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",20-Mar-2023 09:00 AM,25-Mar-2023 11:00 AM,20-Mar-2023 09:00 AM,25-Mar-2023 09:00 AM,NA ,NA ,20-Mar-2023 09:00 AM,25-Mar-2023 09:00 AM,31-Mar-2023 10:00 AM,PWD,Job 4 Repair of Health Sub centre at Village Polia,2023_PWD_71160_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Arvind Chaudhary,29-Mar-2023 05:21 PM,31-Mar-2023 10:00 AM,techsummary_107147.pdf (160.21 KB),PWD,2023_PWD_71160_1,Job 4 Repair of Health Sub centre at Village Polia,"Job 4 Repair of Health Sub centre at Village Polian Tehsil Haroli Distt.Una HP Sub Head Repair of roof, replacing the broken glass oif windows, door panels and painting etc Deposit work",05-Aug-2023,"INR 320,657",60.0,Baldev Singh,12-Jan-2024 12:11 PM,Awardletter.pdf (1142.00 KB),Award letter,E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Arvind Chaudhary,31-Mar-2023 06:33 PM,finsummary_107147.pdf (597.83 KB),Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,31-Mar-2023 05:56 PM,finance_107147.pdf,BOQ Comparative Chart,1.0,337553.0,Raj Kumar Govt Contractor,INR,"255,243",1.0,337885.0,Karnail Singh,24-Mar-2023 07:50 PM,Rejected-Finance,Not L-1,31-Mar-2023,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,27-Mar-2023 01:38 PM,technical_107147.pdf
,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,337553.0,Raj Kumar Govt Contractor,24-Mar-2023 04:02 PM,Accepted-AOC,ok,12-Jan-2024,,,,,
,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,337860.0,Ravinder Kumar,24-Mar-2023 06:52 PM,Rejected-Finance,Not L-1,31-Mar-2023,,,,,
,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,337929.0,Ravinder Singh Govt Contractor,24-Mar-2023 08:33 PM,Rejected-Finance,Not L-1,31-Mar-2023,,,,,
,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,337678.0,SUMIT KUMAR,23-Mar-2023 01:59 PM,Rejected-Finance,Not L-1,31-Mar-2023,,,,,
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,337208.0,Suresh Kumar Govt Contractor,24-Mar-2023 05:47 PM,Rejected-Finance,Not L-1,31-Mar-2023,,,,,
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
