Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date
22-Aug-2023,"INR 735,865",60.0,Rajeev Kumar,22-Aug-2023 12:08 PM,11174-80.pdf (792.00 KB),Providing protection work on Rajera Gudda Bogga road Km. 0/0 to 5/300 under BASP Construction of Breast walls at various Rds,EE,Internal,Senior Assistant Superintendent Assistant,Jeet Singh Thakur,07-Dec-2021 04:36 PM,finsummary_77338.pdf (313.24 KB),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,04-Oct-2021 07:33 PM,08-Oct-2021 11:30 AM,techsummary_77338.pdf (239.66 KB),PWD,2021_PWD_51730_4,No.PWC-WA-II/ 6451-550 dated 18.08.2021,Providing protection work on Rajera Gudda Bogga road Km. 0/0 to 5/300 under BASP Construction of Breast walls at various Rds,1.0,233688.0,GULAM NAVI,INR,"1,118,546",Finance,BOQ,Jeet Singh Thakur,07-Dec-2021 04:28 PM,finance_77338.pdf,BOQ Comparative Chart,Technical,BOS,Jeet Singh Thakur,04-Oct-2021 07:07 PM,technical_77338.pdf,1.0,233611.0,ANIL KUMAR,02-Sep-2021 04:12 PM,Rejected-Technical,Non Responsive,04-Oct-2021,1.0,ICICI BANK,PWD,No.PWC-WA-II/ 6451-550 dated 18.08.2021,2021_PWD_51730_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,Providing protection work on Rajera Gudda Bogga road Km. 0/0 to 5/300 under BASP Construction of Breast walls at various Rds,Providing protection work on Rajera Gudda Bogga road Km. 0/0 to 5/300 under BASP Construction of Breast walls at various Rds,Please refer Tender documents. ,NA ,"7,35,865",Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,"14,800",No,fixed,,Nil,Nil,28-Aug-2021 10:00 AM,04-Sep-2021 11:30 AM,28-Aug-2021 10:00 AM,03-Sep-2021 05:00 PM,NA ,NA ,28-Aug-2021 10:00 AM,03-Sep-2021 05:00 PM,08-Oct-2021 11:30 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233688.0,GULAM NAVI,03-Sep-2021 02:13 PM,Accepted-AOC,Work completed,22-Aug-2023,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233930.0,NARENDER KUMAR,03-Sep-2021 04:10 PM,Rejected-Finance,4th lowest,07-Dec-2021,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,232956.0,Vijay Pal Singh,30-Aug-2021 05:55 PM,Rejected-Finance,3rd lowest,07-Dec-2021,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,233357.0,VISHAL KUMAR,03-Sep-2021 04:55 PM,Rejected-Finance,2nd lowestt,07-Dec-2021,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinarhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of on going work /work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
