S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
1.0,Corrigendum,Date,,"30,500",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,EE Bilaspur Division No. 2 HPPWD Bilaspur,EE Bilaspur Division No. 2 HPPWD Bilaspur,1.0,ICICI BANK,21-Sep-2021 01:15 PM,29-Sep-2021 11:30 AM,21-Sep-2021 01:15 PM,29-Sep-2021 11:00 AM,NA ,NA ,21-Sep-2021 01:15 PM,29-Sep-2021 11:00 AM,05-Oct-2021 01:50 PM,PWD,PW-NBT/CB/Tender/2020/7619-25 dated 04.09.2021,2021_PWD_52548_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender and Earnest Money refer in Schedule F,"C/o Soldha Chandpur Bagfaglota Sakroha road Km. 0/0 to 6/0 (SH- Providing and laying Gr-I, in Km. 3/0 to 5/0, Gr-Ii and M.T. in Km. 5/0 to 6/0).","C/o Soldha Chandpur Bagfaglota Sakroha road Km. 0/0 to 6/0 (SH- Providing and laying Gr-I, in Km. 3/0 to 5/0, Gr-Ii and M.T. in Km. 5/0 to 6/0).",Refer in SBD ,NA ,"15,31,093",Civil Works,NA ,Tender,90.0,90.0,Bilaspur,174001.0,NA ,NA ,NA ,EE Bilaspur Division No. 2 HPPWD Bilaspur,No ,No,1,238115,Anil Kumar,27-Sep-2021 06:56 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,Technical,Technical Bid Open Summary,Gurminder Singh,05-Oct-2021 10:44 AM,technical_78544.pdf,1.0,237956.0,Roshan Lal,INR,"2,765,283",Finance,Financial Bid Open Summary,Gurminder Singh,08-Oct-2021 10:55 AM,finance_78544.pdf,BOQ Comparative Chart,Executive Engineer,Internal,EAI SUPDT HDM,Gurminder Singh,05-Oct-2021 01:47 PM,05-Oct-2021 01:50 PM,techsummary_78544.pdf (2013.41 KB),PWD,2021_PWD_52548_1,PW-NBT/CB/Tender/2020/7619-25 dated 04.09.2021,"C/o Soldha Chandpur Bagfaglota Sakroha road Km. 0/0 to 6/0 (SH- Providing and laying Gr-I, in Km. 3/0 to 5/0, Gr-Ii and M.T. in Km. 5/0 to 6/0).",10-Aug-2023,"INR 1,531,093",90.0,Gurminder Singh,10-Aug-2023 04:05 PM,AOC.PDF (1635.00 KB),Award letter,Executive Engineer,Internal,EAI SUPDT HDM,Gurminder Singh,08-Oct-2021 10:56 AM,finsummary_78544.pdf (478.78 KB)
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration refer General rule No 23,,,,,,,,,,,,,,,,,,,2,238200,HUKAM CHAND,27-Sep-2021 05:25 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, PAN and EPF refer General rule No 21",,,,,,,,,,,,,,,,,,,3,238690,LAKHANPAL SHARMA,28-Sep-2021 09:46 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate refer General rule No 19,,,,,,,,,,,,,,,,,,,4,237329,LAKHDATAPEER CONSTRUCTION PVOVATE LIMITED COMPANY,27-Sep-2021 05:14 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, Tool, Plant refer in Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,5,237758,Lalit Kumar,27-Sep-2021 06:34 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Correctness of all documents by bidder,,,,,,,,,,,,,,,,,,,6,238197,PARAMJEET,27-Sep-2021 05:00 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8,,,,,,,,,,,,,,,,,,,7,238452,Pawan Kumar,28-Sep-2021 10:40 AM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,8,238667,RAJESH KUMAR,28-Sep-2021 06:23 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,237976,Ram Pal,27-Sep-2021 06:25 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,237988,Ranjeet Thakur,25-Sep-2021 05:14 PM,Rejected-Finance,Due to L2,08-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,237956,Roshan Lal,25-Sep-2021 04:14 PM,Accepted-AOC,Due to L1,10-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,238492,Sanjeev Kumar (Govt. Cont.),28-Sep-2021 12:21 PM,Rejected-Technical,Non-Responsive,05-Oct-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
