Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
EE HP PWD Karsog,Office of The Executive Engineer B-R Division HP PWD Karsog,"2,08,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,cost of tender form GR.26.1,"5,000",Nil,Nil,No,PWD,1477-84--3,2023_PWD_74860_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,12-Jun-2023 02:30 PM,20-Jun-2023 02:00 PM,12-Jun-2023 02:30 PM,19-Jun-2023 05:00 PM,NA ,NA ,12-Jun-2023 02:30 PM,19-Jun-2023 05:00 PM,22-Jun-2023 01:00 PM,"Periodical Maintenance on Shimla Mandi road HP0806 MDR07629363, HP0806 MDR07629369, HP0806 MDR07629370, HP0806 MDR07629371, HP0806 MDR07629384 and to HP0806 MDR07629385","SH- Providing and laying 30mm bituminous concrete, thermoplastic paint in Km. 62/0000 to 63/000, 68/000 to 71/000 and 83/000 to 85/000.",Please refer Tender documents. ,NA ,"1,04,23,914",Civil Works - Roads,NA ,Tender,120.0,120.0,karsog,175011.0,NA ,NA ,NA ,Karsog,No ,No,1.0,355310.0,SURESH SHARMA GOVT CONTRACTOR,19-Jun-2023 01:37 PM,Accepted-AOC,L1,02-Aug-2023,Technical,Tech. Summary Attached.,Arvind Kumar Bhardwaj,21-Jun-2023 04:29 PM,technical_112161.pdf,Finance,attached.,Arvind Kumar Bhardwaj,24-Jun-2023 03:55 PM,finance_112161.pdf,BOQ Comparative Chart,1.0,355310.0,SURESH SHARMA GOVT CONTRACTOR,INR,"10,892,990.94",EE Karsog,Internal,Proceeding Attached.,Arvind Kumar Bhardwaj,22-Jun-2023 11:49 AM,22-Jun-2023 01:00 PM,techsummary_112161.pdf (391.02 KB),PWD,2023_PWD_74860_1,1477-84--3,"Periodical Maintenance on Shimla Mandi road HP0806 MDR07629363, HP0806 MDR07629369, HP0806 MDR07629370, HP0806 MDR07629371, HP0806 MDR07629384 and to HP0806 MDR07629385",02-Aug-2023,"INR 10,892,990.94",120.0,Arvind Kumar Bhardwaj,02-Aug-2023 03:52 PM,File.PDF (451.00 KB),ARVIND KUMAR BHARDWAJ,Internal,ATTACHED,Arvind Kumar Bhardwaj,02-Aug-2023 03:50 PM,finsummary_112161.pdf (450.56 KB)
,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,EMD Gr 26.2,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,355381.0,TARUN SHARMA GOVT CONT,19-Jun-2023 03:40 PM,Rejected-Finance,L2 FOUND,02-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,contractor registration copy,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,GST Registration and EPF Registration copy,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,List of machinery tools plants,,,,,,,,,,,,,,,,,,,5.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,report of charter Accountant,,,,,,,,,,,,,,,,,,,6.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Minimum work done,,,,,,,,,,,,,,,,,,,7.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,HPPWD form 8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,8.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,The contractor should have his own hot mix plant and all the machineries as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
