EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"50,00,000",No,fixed,,Executive Engineer Jal Shakti Division Shimla 9,Shimla,Executive Engineer,Jal Shakti Division Shimla 9,28-Apr-2022 05:20 PM,19-May-2022 11:30 AM,28-Apr-2022 05:20 PM,18-May-2022 05:00 PM,NA ,NA ,05-May-2022 06:55 PM,18-May-2022 05:00 PM,30-May-2022 12:10 PM,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",Procurement of GI Pipes 2022-2023,2022_HPIPH_60108_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Both(Online/Offline),No,No,No,Procurement of GI Pipes 2022-2023,Procurement of GI Pipes 2022-2023,Please refer Tender documents. ,NA ,"2,48,44,00,000",Pipes and Pipe related activities,GI Pipes ,Rate Contract,120.0,365.0,As Per Tender Document,171009.0,NA ,NA ,NA ,Jal Shakti Division Shimla 9,No ,No,1.0,Fee/PreQual/Technical,.pdf,Annual turnover and supply of GI Pipes as per NIT,"2,500",Executive Engineer Jal Shakti Division Shimla 9,Shimla,No,1.0,ICICI BANK,Finance,Successfully Opened,Basant Singh Rathour,30-May-2022 12:49 PM,finance_90849.pdf,BOQ Comparative Chart,Technical,successfully opened on scheduled date,Basant Singh Rathour,19-May-2022 12:22 PM,technical_90849.pdf,09-Aug-2023,"INR 2,484,400,000",365.0,Basant Singh Rathour,09-Aug-2023 03:55 PM,AOC.pdf (377.00 KB),Chief Engineer Shimla Zone,Internal,Kindly find the attachment,Basant Singh Rathour,30-May-2022 12:07 PM,30-May-2022 12:10 PM,techsummary_90849.pdf (1403.77 KB),1,281902,APL APOLLO TUBES LIMITED,18-May-2022 11:37 AM,Accepted-AOC,.,09-Aug-2023,EE,Internal,,Basant Singh Rathour,09-Aug-2023 03:54 PM,finsummary_90849.pdf (24.63 KB),"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",2022_HPIPH_60108_1,Procurement of GI Pipes 2022-2023,Procurement of GI Pipes 2022-2023,1,281255,Jindal Industries Private Limited,INR,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,proof of Cost of tender form and EMD as per NIT,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2,282732,GAURANG PRODUCTS PVT. LTD.,18-May-2022 03:24 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,2,281489,Hitech Pipes Ltd,INR,"453,200,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and Income tax clearance as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,282134,goodluck india ltd,18-May-2022 04:38 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,3,281734,Rama Steel Tubes Ltd,INR,"476,100,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit for galavaniztion facility as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,281489,Hitech Pipes Ltd,18-May-2022 04:14 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,4,281853,JINDAL PIPES LIMITED,INR,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of MOU of HR Coil and zinc and lifting of raw material as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,281255,Jindal Industries Private Limited,18-May-2022 03:31 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,5,281902,APL APOLLO TUBES LIMITED,INR,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of ISI Marking license for Manufacturing of GI Pipes as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,281853,JINDAL PIPES LIMITED,18-May-2022 02:19 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,6,282094,TATA STEEL LIMITED,INR,"627,800,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Authorization of DSC, affidavit of backlisting and Year wise manufacturing GI pipe as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,282452,JTL Infra Limited,18-May-2022 03:21 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,7,282134,goodluck india ltd,INR,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any Other Documents required to be uploaded as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,282156,Nippon Tubes Limited,18-May-2022 04:17 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,8,282149,VISHAL PIPES LIMITED,INR,"475,000,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,281734,Rama Steel Tubes Ltd,17-May-2022 11:43 AM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,9,282156,Nippon Tubes Limited,INR,"392,500,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,282225,Surya Roshni Limited,18-May-2022 01:52 PM,Accepted-AOC,.,09-Aug-2023,,,,,,,,,,,10,282225,Surya Roshni Limited,INR,0
