Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder
Finance,SUMMARYATTACHED,Krishan Bhardwaj,26-Feb-2023 10:32 AM,,BOQ Comparative Chart,1.0,315394.0,VINAY KUMAR,INR,"2,997,984",Technical,SUMMARYATTACHED,Krishan Bhardwaj,03-Feb-2023 01:06 PM,technical_101032.pdf,1.0,315631.0,AKSHAY GOVT. CONTRACTOR,10-Jan-2023 04:02 PM,Rejected-Finance,L3,26-Feb-2023,22-Aug-2023,"INR 2,997,984",60.0,Arvind Lakhanpal,22-Aug-2023 03:25 PM,Naglamber.pdf (924.00 KB),Award,EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,26-Feb-2023 10:59 AM,finsummary_101032.pdf (469.49 KB),EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,03-Feb-2023 01:08 PM,03-Feb-2023 02:00 PM,techsummary_101032.pdf (2033.86 KB),PWD,2023_PWD_67017_1,PW-TDD-GA-NIT-2022-23-14411-65 DT. 09-12-2022,Balance work for construction of link road from Dhail to Naglamber km 00 to 3450,"69,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,04-Jan-2023 04:00 PM,12-Jan-2023 11:30 AM,05-Jan-2023 10:00 AM,11-Jan-2023 05:00 PM,NA ,NA ,05-Jan-2023 10:30 AM,11-Jan-2023 05:00 PM,03-Feb-2023 02:00 PM,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,PWD,PW-TDD-GA-NIT-2022-23-14411-65 DT. 09-12-2022,2023_PWD_67017_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi",Balance work for construction of link road from Dhail to Naglamber km 00 to 3450,SH CO RWalls Parapets Crash barrier on valley side and Vshape drain at various RDs Under Nabard RIDFXIII,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Rate Contract,75.0,60.0,TAUNI DEVI,177023.0,NA ,NA ,NA ,TAUNI DEVI,No ,No
,,,,,,,,,,,,,,,,2.0,315831.0,Arvind Sharma,11-Jan-2023 04:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,315786.0,MOHINDER PAL GOVT. CONTRACTOR,10-Jan-2023 05:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.0,315802.0,PRATEEK THAKUR GOVT CONTRACTOR,11-Jan-2023 11:45 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,315717.0,SACHIN BHARTI,11-Jan-2023 11:19 AM,Rejected-Finance,L2,26-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.0,315789.0,Sourabh Pathania Govt Contractor,11-Jan-2023 11:15 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7.0,315394.0,VINAY KUMAR,10-Jan-2023 03:59 PM,Accepted-AOC,award,22-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
