Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
11-May-2022 10:00 AM,08-Jun-2022 03:00 PM,11-May-2022 10:00 AM,07-Jun-2022 04:00 PM,NA ,NA ,11-May-2022 11:00 AM,07-Jun-2022 04:00 PM,30-Jun-2022 03:00 PM,Empanelment for supply of Bleaching Powder to be procured by Panchayat authorities against PWSS under JJM Assam,Empanelment for supply of ISI marked Bleaching Powder Grade-II to be procured by Panchayat authorities for maintenance of water supply schemes in different districts under Jal Jeevan Mission Assam under the provision of 15th Finance Commission Grant,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Rate Contract,90.0,365.0,All Assam,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,CE PHE Water Assam,"Hengrabari, Guwahati-36","2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,1.0,SBI Bank,1.0,Corrigendum,Date,,"1,00,000",Yes,fixed,,Nil,Nil,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_1_JJM_PB_2022_23_2550_58,2022_PHED_25494_1,Yes,Open Tender,Empanelment,Goods,2.0,No,No,Online,No,No,No,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_25494_1,PHE_1_JJM_PB_2022_23_2550_58,Empanelment for supply of Bleaching Powder to be procured by Panchayat authorities against PWSS under JJM Assam,1,149103,BIO-CARE ASSOCIATES,07-Jun-2022 12:50 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,149157,brahmaputra udyog private limited,31-May-2022 01:26 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,149050,Fabricon Structurals,30-May-2022 07:33 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,148952,GREENWOOD,30-May-2022 07:20 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,149156,KRISHNA ENTERPRISE,07-Jun-2022 10:50 AM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,149815,M/S A WHITE RIBBON ENTERPRISE,07-Jun-2022 03:20 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,149769,M/S BALAJI TRADERS,07-Jun-2022 03:31 PM,Rejected-Technical,Technically Non Responsive,24-Jun-2022 06:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,149078,M/s SAMRIDDHI,07-Jun-2022 11:58 AM,Rejected-Technical,Technically Non Responsive,24-Jun-2022 06:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,149146,M/s. Shakti Corporation,07-Jun-2022 12:53 PM,Accepted-AOC,Awarded,30-Aug-2023 01:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,149005,M/S STAR CONSTRUCTIONS,29-May-2022 05:05 PM,Rejected-Technical,Technically Non Responsive,24-Jun-2022 06:47 PM,AOC
