Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
Provision and erection of 33 KV Isolator,Provision and erection of 33 KV Isolator,Please refer Tender documents. ,NA ,"7,06,415",Electrical Works,NA ,Tender,180.0,45.0,ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,"7,065",No,fixed,,Nil,Nil,HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-59/2023-24,2023_HPSEB_77631_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,590.0,Nil,Nil,No,17-Aug-2023 04:00 PM,24-Aug-2023 01:00 PM,17-Aug-2023 04:30 PM,23-Aug-2023 03:00 PM,NA ,NA ,17-Aug-2023 04:30 PM,23-Aug-2023 03:00 PM,25-Aug-2023 02:35 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,Sr. Executive Engineer,Ed Aki,25-Aug-2023,"INR 600,452.45",45.0,Devender Koundal,25-Aug-2023 04:08 PM,NIT58and59Committee..pdf (432.00 KB),Copy of Award,Finance,financially opened,Devender Koundal,25-Aug-2023 02:42 PM,finance_115953.pdf,BOQ Comparative Chart,Technical,Technically open,Devender Koundal,24-Aug-2023 01:13 PM,technical_115953.pdf,Seniorexecutiveengineer,Internal,"Sr. Executive Engineer, AEESD, HPSEBL, Darlaghat, Divisional Acountant",Devender Koundal,25-Aug-2023 02:30 PM,25-Aug-2023 02:35 PM,techsummary_115953.pdf (432.08 KB),1.0,367959.0,ABS ENTERPRISES,23-Aug-2023 12:03 PM,Rejected-Technical,documents not completed,25-Aug-2023,Seniorexecutiveengineer,Internal,"Sr.Executive Engineer AEESD, HPSEBL Darlaghat Divisional Accountant",Devender Koundal,25-Aug-2023 04:04 PM,finsummary_115953.pdf (432.08 KB),1.0,367338.0,H S Traders,INR,"600,453",HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_77631_1,HPSEBL/AED/NIT-59/2023-24,Provision and erection of 33 KV Isolator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,367338.0,H S Traders,23-Aug-2023 10:08 AM,Accepted-AOC,Lowest rates,25-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,367341.0,Inder Singh,20-Aug-2023 12:24 PM,Rejected-Technical,documents not completed,25-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,367938.0,M/S Raizada Enterprises,23-Aug-2023 09:19 AM,Rejected-Finance,High rates,25-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,367979.0,VINAY KUMAR SHARMA,23-Aug-2023 12:04 PM,Rejected-Finance,High rates,25-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,367607.0,VINOD KUMAR PANWAR GOVT CONTRACTOR,21-Aug-2023 01:26 PM,Rejected-Finance,High rates,25-Aug-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
