Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen TDC, Pandoh",HPSEBL/TCD/DB/03/2023-24,2024_HPSEB_88984_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,certificate of registration,12-Jun-2024 05:30 PM,19-Jun-2024 02:00 PM,12-Jun-2024 05:30 PM,19-Jun-2024 12:00 PM,,,12-Jun-2024 05:30 PM,19-Jun-2024 12:00 PM,20-Jun-2024 12:05 PM,"6,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,500.0,Nil,Nil,No,Sr. XEN TCD Pandoh,TCD Pandoh,Upkeeping and maintenance of intake site and other civil work for BEELING MHEP,Upkeeping and maintenance of intake site and other civil work for BEELING MHEP,Please refer Tender documents.,,"2,84,973",Repair and Maintenance Services,,Tender,180.0,123.0,Lahual spiti,175139.0,,,,Thirot construction division pandoh,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,copy of pan card,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of adhar card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of income tax clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,declaration of non-blacklisting on non judicial stamp paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,INCOME TAX RETURN OF LAST THREE YEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,SIMILIAR WORKDONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,COPY OF REGISTRATION EPFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
