Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-12/2023-24,2024_HPSEB_85892_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender Fee,14-Feb-2024 03:00 PM,23-Feb-2024 11:00 AM,15-Feb-2024 11:00 AM,22-Feb-2024 11:00 AM,,,15-Feb-2024 11:00 AM,22-Feb-2024 11:00 AM,08-May-2024 01:00 PM,"17,332",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,560.0,Nil,Nil,No,Superintending Engineer,O/o Superintending Engineer OP circle HPSEBL Bilaspur,Providing SOP on 11KV to proposed NDRF site near 33 11KV SubStation Slapper by providing additional 630KVA 11 0.4KV Distribution Transformer alongwith 11KV HT line from 33/11KV Sub-Station Slapper under Electrical Sub-DivisionHPSEBL Slapper,Providing SOP on 11KV to proposed NDRF site near 33 11KV Sub Station Slapper by providing additional 630KVA 11 0.4KV Distribution Transformer along with 11KV HT line from 33 11KV SStn Slapper under ESD HPSEBL Slapper NIT 12 2023 24,Please refer Tender documents.,,"17,33,177",Electrical Works,,Tender,180.0,90.0,Bilaspur,175018.0,,,,Bilaspur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,No technical No commercial deviation no litigation certificate pert chart,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid may be submitted by individual or Joint venture firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A-class license from the chief electrical inspector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual turnover of previous three FY and net worth for each of the last three FY certified by CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder have liquid assets evidence to the availability of funds equivalent to 10 percent of nit Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity detail Bid validity list of plant and machinery list of staff performance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder should have PAN GST EPF INCOME TAX Employee insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall declare on nonjudicial paper that he is no black listed power of attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No change of ownership up to two years after completion of work Earnest money received online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
