Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,No.PW.SRJ/TA/2018-7711-14 dated 15.12.2018,2019_PWD_26779_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Security in the form specified in Section 8,06-Feb-2019 09:00 AM,14-Feb-2019 09:00 AM,06-Feb-2019 09:10 AM,13-Feb-2019 06:00 PM,,,06-Feb-2019 09:10 AM,13-Feb-2019 06:00 PM,01-Mar-2019 11:00 AM,"45,64,000",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,1.0,DD - Demand Draft,"12,000",EE Seraj at janjehli,Seraj at janjehli,Yes,EE Janjehli,Executive Engineer Seraj Division HP PWD janjehali,Improvement and Strengthening of Thalout Thachi  Somagd  Road Km 0/000 to 34/000 (Section Thalout  Panjain to Thachi Km 0/000 to 25/000 ) (Job No.CRF-HP-2018-19-161)( SH  ROFD/FC  M/T CD Works R/wall B/Wall PCC V Shape Drain Parapets Crash Barrier Ro,Improvement and Strengthening of Thalout Thachi  Somagd  Road Km 0/000 to 34/000 (Section Thalout  Panjain to Thachi Km 0/000 to 25/000 ) (Job No.CRF-HP-2018-19-161)( SH  ROFD/FC  M/T CD Works R/wall B/Wall PCC V Shape Drain Parapets Crash Barrier Ro,Please refer Tender documents.,,"22,82,24,719",Civil Works,,Tender,120.0,730.0,Janjehli,175047.0,,,,C E South Zone mandi,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Qualification Information and supporting documents as specified in Section 2,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificates undertakings affidavits as specified in Section 2,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other information pursuant to Clause 4.2 of these instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking that the bid shall remain valid for the period specified in Clause 15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Acceptance non-acceptance of Dispute Review Expert proposed in Clause 36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Income Tax Detail Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Partnership Deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Labour Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No near relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Turn Over Detail from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
