Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",13421-13471,2024_HPIPH_84141_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Proof of Earnest Money and Tender Fee as per NIT,17-Jan-2024 01:30 PM,08-Feb-2024 04:00 PM,17-Jan-2024 01:30 PM,07-Feb-2024 05:00 PM,,,17-Jan-2024 03:00 PM,07-Feb-2024 05:00 PM,19-Feb-2024 11:45 AM,"21,08,436",Yes,fixed,,EE Keylong,EE Keylong,1.0,Corrigendum,Date,,1.0,ICICI BANK,"2,500",EE Keylong,EE Keylong,No,Executive Engineer,Jal Shakti Division Keylong,Augmentation of water supply scheme Keylong Town Providing 24 by 7 Anti Freeze Water supply to Keylong Town in GP Keylong  District Lahual Spiti HP,"C o source intake with trench weir system, Providing installation of pre fabricated water treatment plant C o Storage tank  Providing, laying  Jointing of HDPE pipe for Raw Water Main  Pure gravity main  Distribution system  house hold connection Sur",Please refer Tender documents.,,"21,08,43,567",Civil Works,,Tender,120.0,365.0,Keylong,175132.0,Through Google meet link  rpn-wqkk-xgw,Through VC,02-Feb-2024 11:00 AM,Keylong,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration or undertaking   as per NIT,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding non penalized under clause 3 of contract agreement as per  NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN No and GST registration as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of DSC authorization letter as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual financial turnover as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed similar work as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Flow diagram for the WTP as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid capacity as per specified formula under NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
