S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1,6748,CNH INDUSTRIAL INDIA PVT LTD,24-Dec-2016 05:01 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,22-Feb-2017,INR 39815664,180.0,Liton Mitra,28-Feb-2017 04:22 PM,pkg10001.pdf (787.00 KB),Supply order of Pkg1 Tractor,Leena Das,Internal,D.K.Boruah Haladhar Medhi J.Medhi K.Nath Das Liton Mitra,Liton Mitra,01-Feb-2017 11:36 AM,01-Feb-2017 03:00 PM,techsummary_1975.pdf (2971.91 KB),Leena Das,Internal,S.Dutta Lahkar J.Das K.Nath Das Liton Mitra,Liton Mitra,02-Feb-2017 04:58 PM,finsummary_1975.pdf (1142.20 KB),Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste,2016_WPTBC_1326_1,DSC/Tender/157/2015-16/Pt. I/8 Dtd. 16/12/2016,THE SUPPLY OF TRACTOR FOR Pkg1,Finance,Comparative statement of Financial Bid of Tractor,Liton Mitra,02-Feb-2017 04:53 PM,finance_1975.pdf,1.0,6898.0,PRINCE AGRO MACHINERY,INR,700980.0,Technical,EVALUATION OF TECHNICAL BID FOR SUPPLY OF TRACTOR,Liton Mitra,01-Feb-2017 11:32 AM,technical_1975.pdf,AOC,17-Dec-2016 05:00 PM,30-Dec-2016 04:00 PM,17-Dec-2016 05:00 PM,30-Dec-2016 02:00 PM,NA ,NA ,17-Dec-2016 05:00 PM,30-Dec-2016 02:00 PM,01-Feb-2017 03:00 PM,1.0,DD - Demand Draft,"8,00,000",Yes,fixed,,"Director, Welfare of Scheduled",Guwahati,"3,000","Director, Welfare of Scheduled Caste",Guwahati,No,Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste,DSC/Tender/157/2015-16/Pt. I/8 Dtd. 16/12/2016,2016_WPTBC_1326_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,THE SUPPLY OF TRACTOR FOR Pkg1,E-BIDDING DOCUMENT FOR THE SUPPLY OF TRACTOR FOR Pkg1,Please refer Tender documents. ,NA ,"4,00,00,000",Machineries,NA ,Tender,90.0,180.0,All Assam,781006.0,NA ,NA ,NA ,"DirectorWelfare of Scheduled Castes, Assam,Ghy-6",No ,No,1.0,Corrigendum Notice,Date,,Director,"DirectorWelfare of Scheduled Castes, Assam,Ghy-6",AOC
2,6783,Echo Motors & Automobiles Pvt.Ltd.,24-Dec-2016 08:55 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,2.0,Pre bid Meeting Minutes,Other,,,,AOC
3,6777,Escorts Limited,29-Dec-2016 07:07 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,6877,John Deere India Private Limited,30-Dec-2016 12:33 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification Criteria,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,6736,Mahindra And Mahindra Limited Farm Equipment sector,30-Dec-2016 01:50 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Specification,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,6767,MAHINDRA AND MAHINDRA LTD FES SWARAJ DIVISION,28-Dec-2016 11:32 AM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,6900,Mahindra Gujarat Tractor Limited,30-Dec-2016 01:55 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,6898,PRINCE AGRO MACHINERY,30-Dec-2016 12:35 PM,Accepted-AOC,,28-Feb-2017 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,6745,TAFE MOTORS & TRACTORS LIMITED,30-Dec-2016 12:21 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,6901,Tractors and Farm Equipment Limited,30-Dec-2016 10:43 AM,Rejected-AOC,,28-Feb-2017 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
