Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste,DSC/Tender/157/2015-16/Pt. I/8 Dtd. 16/12/2016,2016_WPTBC_1328_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Corrigendum Notice,Date,,THE SUPPLY OF DIESEL ENGINE CENTRIFUGAL PUMPSET FOR Pkg3,E-BIDDING DOCUMENT FOR THE SUPPLY OF DIESEL ENGINE CENTRIFUGAL PUMPSET FOR Pkg3,Please refer Tender documents. ,NA ,"1,00,00,000",Machineries,NA ,Tender,90.0,180.0,All Assam,781006.0,NA ,NA ,NA ,"Director,Welfare of Scheduled Castes, Assam,Ghy-6",No ,No,Director,"Director,Welfare of Scheduled Castes, Assam,Ghy-6","2,00,000",Yes,fixed,,"Director, Welfare of Scheduled Caste Assam",Guwahati,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,17-Dec-2016 05:00 PM,30-Dec-2016 04:00 PM,17-Dec-2016 05:00 PM,30-Dec-2016 02:00 PM,NA ,NA ,17-Dec-2016 05:00 PM,30-Dec-2016 02:00 PM,01-Feb-2017 03:00 PM,1.0,DD - Demand Draft,"3,000","Director, Welfare of Scheduled Caste Assam",Guwahati,No,AOC,1.0,6904.0,THARAD TRADING CO.,INR,18019.0,24-Feb-2017,INR 9989672.0,180.0,Liton Mitra,28-Feb-2017 04:29 PM,Pkg30001.pdf (800.00 KB),SUPPLY ORDER OF DIESEL ENGINE CENTRIFUGAL PUMPSET FOR Pkg3,Technical,EVALUATION OF TECHNICAL BID FOR SUPPLY OF Diesel Engine Centrifugal Pump Set,Liton Mitra,01-Feb-2017 12:01 PM,technical_1977.pdf,Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste,2016_WPTBC_1328_1,DSC/Tender/157/2015-16/Pt. I/8 Dtd. 16/12/2016,THE SUPPLY OF DIESEL ENGINE CENTRIFUGAL PUMPSET FOR Pkg3,Finance,Comparative Statement of Financial Bid of DIESEL ENGINE CENTRIFUGAL PUMPSET,Liton Mitra,02-Feb-2017 05:07 PM,finance_1977.pdf,Leena Das,Internal,S.Dutta Lahkar J.Das K.N.Das Liton Mitra,Liton Mitra,02-Feb-2017 05:10 PM,finsummary_1977.pdf (1142.20 KB),Leena Das,Internal,D.K.Boruah Haladhar Medhi J.Das K.Nath Das Liton Mitra,Liton Mitra,01-Feb-2017 12:07 PM,01-Feb-2017 03:00 PM,techsummary_1977.pdf (2971.91 KB),1,6907,Allied Construction Co.,30-Dec-2016 12:39 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,2.0,Pre Bid Meeting Minutes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6769,B.K.ENTERPRISE,23-Dec-2016 05:34 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6889,CHIRAG CORPORATION,30-Dec-2016 01:32 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Criteria,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6899,GREAVES COTTON LTD,30-Dec-2016 02:12 AM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Specification,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6726,GUJARAT FORGINGS PRIVATE LIMITED,22-Dec-2016 06:58 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6828,INDRA MARSHAL POWER PRIVATE LIMITED,30-Dec-2016 11:21 AM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6895,Kings Agency,29-Dec-2016 08:23 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6820,M/S J.K ENGINEERING AND AGRO SERVICE,30-Dec-2016 12:52 PM,Rejected-AOC,,28-Feb-2017 04:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6886,M S Nutech Commercial,30-Dec-2016 01:56 PM,Rejected-AOC,,28-Feb-2017 04:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6908,MS Orient Enterprise,30-Dec-2016 01:05 PM,Not Admitted-Fee/PreQual/Technical,,01-Feb-2017 12:01 PM,AOC
