Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of 50 Bedded hospital at Bagsaid District Mandi HP SH Providing VRV System therein,Construction of 50 Bedded hospital at Bagsaid District Mandi HP SH Providing VRV System therein,Please refer to bid document  ,NA ,"1,73,51,545",Electrical Works,NA ,Tender,120.0,365.0,Bagsaid,175035.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,PWD,PW/MED/TA/e-notice /18-19-10132-38 dt 14.02.19,2019_PWD_27987_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,000",Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,1.0,DD - Demand Draft,"2,06,100",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,02-Mar-2019 10:00 AM,12-Mar-2019 11:30 AM,02-Mar-2019 10:00 AM,12-Mar-2019 10:00 AM,NA ,NA ,02-Mar-2019 10:00 AM,12-Mar-2019 10:00 AM,24-Jun-2019 04:00 PM,Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER INDICATED IN SCHEDULE F,",AOC,1.0,117939.0,Bluestar Ltd.,12-Mar-2019 09:07 AM,Rejected-Finance,rejected being L4,25-Jun-2019 12:46 PM,Technical,Technical bid summary,Dalip singh Patial,24-Jun-2019 03:31 PM,technical_40026.pdf,1.0,117919.0,modern cooling solution,INR,"13,055,423",Finance,Financial bid summary,Dalip singh Patial,25-Jun-2019 11:53 AM,finance_40026.pdf,BOQ Comparative Chart,PWD,2019_PWD_27987_1,PW/MED/TA/e-notice /18-19-10132-38 dt 14.02.19,Construction of 50 Bedded hospital at Bagsaid District Mandi HP SH Providing VRV System therein,Er Sanjay Kumar SE,Internal,Sh R S Rana EE Design Sh D S Patial EE Er Deepak Rawat EO Superintendent,Dalip singh Patial,24-Jun-2019 03:49 PM,24-Jun-2019 04:00 PM,techsummary_40026.pdf (555.43 KB),Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Sh Yadvinder Kumar Sr Asstt Sh Kapil Dev Sr Asstt,Dalip singh Patial,25-Jun-2019 12:46 PM,finsummary_40026.pdf (622.80 KB),26-Feb-2020,"INR 13,055,423",365.0,Dalip singh Patial,27-Feb-2020 01:05 PM,AOC.pdf (644.00 KB),work awarded to L1 firm Modern Cooling Solutions,AOC
,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,AOC,2.0,118067.0,CHILL POINT ENGINEERS PVT LTD,11-Mar-2019 07:44 PM,Rejected-Finance,rejected being L3,25-Jun-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Approved OEM/ auth. agency of approved OEM,AOC,3.0,117980.0,Complete Cooling Solutions,11-Mar-2019 04:32 PM,Rejected-Finance,rejected being L5,25-Jun-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Income Tax (PAN), GST and EPF REGITRATION GENERAL RULES NO. 21",AOC,4.0,117919.0,modern cooling solution,11-Mar-2019 06:54 PM,Accepted-AOC,work awarded being L1,27-Feb-2020 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,AOC,5.0,118063.0,SNOWMEX ENGINEERS LIMITED,11-Mar-2019 08:51 PM,Rejected-Finance,rejected being L2,25-Jun-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates past 5 yrs as per Technical qualification criteria,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
